ensembl_id,disease_efo_id,association_score
ENSG00000114013,EFO_0007292,0.005008993874404641
ENSG00000118046,EFO_0004287,0.002220149376031967
ENSG00000116678,MONDO_0003783,0.0014800995840213117
ENSG00000171049,EFO_0000756,0.06143478651186762
ENSG00000133895,MONDO_0014048,0.03497475317042359
ENSG00000017427,MONDO_0016642,0.04503459799676873
ENSG00000171094,MONDO_0005575,0.08261106050071988
ENSG00000186951,MONDO_0015674,0.002590174272037295
ENSG00000102970,MONDO_0015459,0.005622322725414287
ENSG00000107968,EFO_0001075,0.013473921597787018
ENSG00000140675,Orphanet_88643,0.03076386985388296
ENSG00000089163,OBA_VT0001253,0.061946385647296695
ENSG00000180530,EFO_0004517,0.05448464013582145
ENSG00000077782,MONDO_0009629,0.042630568268773816
ENSG00000177000,EFO_0005225,0.004440298752063934
ENSG00000131477,EFO_0002503,0.0057508035920828034
ENSG00000239672,MONDO_0002974,0.04973511825178762
ENSG00000186340,EFO_1001475,0.02685855025535449
ENSG00000187764,EFO_0022254,0.04530031760418672
ENSG00000112115,EFO_0007986,0.03719319835122028
ENSG00000169710,HP_0003074,0.05890676158724208
ENSG00000132681,EFO_0005407,0.002220149376031967
ENSG00000116981,MONDO_0008921,0.002590174272037295
ENSG00000116678,Orphanet_2278,0.031429914666692545
ENSG00000117984,EFO_0005622,0.004440298752063934
ENSG00000143878,MONDO_0018899,0.005067285381406296
ENSG00000172482,MONDO_0012725,0.054719281621267886
ENSG00000085117,EFO_0001668,0.012765858912183813
ENSG00000165916,EFO_0000222,0.0943049561346912
ENSG00000170558,EFO_0005241,0.3204620920990356
ENSG00000065559,EFO_0000349,0.2775186720039959
ENSG00000164588,MONDO_0007152,0.06722982335520802
ENSG00000117560,HP_0003073,0.005550373440079919
ENSG00000196839,EFO_0000769,0.034732592432926764
ENSG00000177272,HP_0011675,0.01106476015390783
ENSG00000113580,EFO_0003855,0.002220149376031967
ENSG00000117560,EFO_0001064,0.004512248037398303
ENSG00000017427,MONDO_0002257,0.003700248960053279
ENSG00000019991,EFO_0009860,0.021255874581639394
ENSG00000110245,EFO_0004468,0.35544719915930223
ENSG00000165731,EFO_1001469,0.07400497920106557
ENSG00000107968,EFO_1001760,0.006660448128095901
ENSG00000187764,EFO_0022008,0.022765998928567385
ENSG00000165731,MONDO_0016700,0.18551609300000452
ENSG00000198001,EFO_0000508,0.1916159395347976
ENSG00000132965,EFO_0003966,0.002220149376031967
ENSG00000160584,OBA_VT0010046,0.34832804104051407
ENSG00000211459,MONDO_0010788,0.004810323648069262
ENSG00000113580,HP_0006536,0.5723528898116435
ENSG00000133895,HP_0001397,0.021088952239663655
ENSG00000026103,MONDO_0033262,0.05006251830504083
ENSG00000085117,MONDO_0020761,0.002220149376031967
ENSG00000080166,EFO_0007218,0.003700248960053279
