subject,predicate,object,subject_category,object_category,knowledge_source,source_relationship
NCBIGene:100,biolink:gene_associated_with_condition,EFO:0006890,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4549,biolink:gene_associated_with_condition,EFO:0004705,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:7058,biolink:gene_associated_with_condition,EFO:0004212,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:238,biolink:gene_associated_with_condition,Orphanet:52901,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3605,biolink:gene_associated_with_condition,EFO:1001461,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3738,biolink:gene_associated_with_condition,EFO:0000564,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2260,biolink:gene_associated_with_condition,MONDO:0010121,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3605,biolink:gene_associated_with_condition,MONDO:0002108,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6559,biolink:gene_associated_with_condition,EFO:0001376,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3038,biolink:gene_associated_with_condition,EFO:0008528,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3605,biolink:gene_associated_with_condition,MONDO:0008523,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5979,biolink:gene_associated_with_condition,MONDO:0010891,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4882,biolink:gene_associated_with_condition,MONDO:0020310,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:23387,biolink:gene_associated_with_condition,EFO:0021901,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4286,biolink:gene_associated_with_condition,EFO:0005140,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6579,biolink:gene_associated_with_condition,GO:0009410,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3038,biolink:gene_associated_with_condition,EFO:0009709,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4221,biolink:gene_associated_with_condition,MONDO:0004483,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:355,biolink:gene_associated_with_condition,EFO:0003818,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4544,biolink:gene_associated_with_condition,EFO:0022148,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3381,biolink:gene_associated_with_condition,EFO:0000771,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:23409,biolink:gene_associated_with_condition,EFO:0006335,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5465,biolink:gene_associated_with_condition,EFO:0000537,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:331,biolink:gene_associated_with_condition,MONDO:0008523,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3479,biolink:gene_associated_with_condition,MONDO:0014248,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3479,biolink:gene_associated_with_condition,EFO:0003767,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1509,biolink:gene_associated_with_condition,EFO:0000400,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9978,biolink:gene_associated_with_condition,MONDO:0011142,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4221,biolink:gene_associated_with_condition,MONDO:0008170,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:10866,biolink:gene_associated_with_condition,HP:0040187,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6794,biolink:gene_associated_with_condition,EFO:1002000,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4221,biolink:gene_associated_with_condition,MONDO:0004992,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:942,biolink:gene_associated_with_condition,MONDO:0021201,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3038,biolink:gene_associated_with_condition,OBA:1000840,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2905,biolink:gene_associated_with_condition,EFO:0003756,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6524,biolink:gene_associated_with_condition,MONDO:0010356,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4221,biolink:gene_associated_with_condition,MONDO:0008280,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4524,biolink:gene_associated_with_condition,HP:0001270,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6754,biolink:gene_associated_with_condition,MONDO:0005271,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1728,biolink:gene_associated_with_condition,MONDO:0021681,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1286,biolink:gene_associated_with_condition,EFO:0004194,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6524,biolink:gene_associated_with_condition,EFO:0004142,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:28951,biolink:gene_associated_with_condition,EFO:0000401,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:238,biolink:gene_associated_with_condition,EFO:0000335,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2908,biolink:gene_associated_with_condition,HP:0002015,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5979,biolink:gene_associated_with_condition,MONDO:0010720,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2358,biolink:gene_associated_with_condition,EFO:1001248,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:356,biolink:gene_associated_with_condition,MONDO:0004986,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2551,biolink:gene_associated_with_condition,EFO:0003918,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3785,biolink:gene_associated_with_condition,MONDO:0019306,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:238,biolink:gene_associated_with_condition,EFO:0004243,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:51561,biolink:gene_associated_with_condition,EFO:0007485,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5465,biolink:gene_associated_with_condition,MONDO:0011382,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:51561,biolink:gene_associated_with_condition,MONDO:0044721,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:10507,biolink:gene_associated_with_condition,EFO:0009765,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:10840,biolink:gene_associated_with_condition,Orphanet:1473,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1610,biolink:gene_associated_with_condition,EFO:0001422,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:8314,biolink:gene_associated_with_condition,MONDO:0008315,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9370,biolink:gene_associated_with_condition,Orphanet:602,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:51755,biolink:gene_associated_with_condition,OBA:0003277,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3171,biolink:gene_associated_with_condition,MONDO:0024477,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6427,biolink:gene_associated_with_condition,EFO:1001968,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5029,biolink:gene_associated_with_condition,EFO:1000018,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4524,biolink:gene_associated_with_condition,EFO:0004211,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9575,biolink:gene_associated_with_condition,EFO:0007330,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4882,biolink:gene_associated_with_condition,EFO:0004995,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:345,biolink:gene_associated_with_condition,MONDO:0001085,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1286,biolink:gene_associated_with_condition,EFO:0004530,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:546,biolink:gene_associated_with_condition,EFO:0000504,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6559,biolink:gene_associated_with_condition,MONDO:0009724,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6416,biolink:gene_associated_with_condition,EFO:0020865,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1286,biolink:gene_associated_with_condition,MONDO:0010015,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1286,biolink:gene_associated_with_condition,HP:0001873,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1286,biolink:gene_associated_with_condition,MONDO:0009061,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:10507,biolink:gene_associated_with_condition,MONDO:0016064,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:55779,biolink:gene_associated_with_condition,MONDO:0957594,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3549,biolink:gene_associated_with_condition,EFO:0003914,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3082,biolink:gene_associated_with_condition,EFO:0009085,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:238,biolink:gene_associated_with_condition,EFO:0000771,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5979,biolink:gene_associated_with_condition,MONDO:0021156,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3953,biolink:gene_associated_with_condition,MONDO:0013588,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9314,biolink:gene_associated_with_condition,MONDO:0017795,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3549,biolink:gene_associated_with_condition,EFO:0000571,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:345,biolink:gene_associated_with_condition,EFO:0022237,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1610,biolink:gene_associated_with_condition,EFO:0008572,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:11343,biolink:gene_associated_with_condition,MONDO:0010383,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2908,biolink:gene_associated_with_condition,EFO:0000717,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:81608,biolink:gene_associated_with_condition,OBA:2040561,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4549,biolink:gene_associated_with_condition,EFO:0003918,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:480,biolink:gene_associated_with_condition,MONDO:0032845,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2908,biolink:gene_associated_with_condition,EFO:0010134,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:942,biolink:gene_associated_with_condition,EFO:0009130,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1610,biolink:gene_associated_with_condition,EFO:1000821,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3002,biolink:gene_associated_with_condition,MONDO:0008006,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9575,biolink:gene_associated_with_condition,EFO:1001050,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:10098,biolink:gene_associated_with_condition,OBA:2042538,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2194,biolink:gene_associated_with_condition,EFO:0000365,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:942,biolink:gene_associated_with_condition,EFO:0006738,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1911,biolink:gene_associated_with_condition,EFO:0002430,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3479,biolink:gene_associated_with_condition,EFO:1001928,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:345,biolink:gene_associated_with_condition,EFO:0022317,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3784,biolink:gene_associated_with_condition,EFO:0000232,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5979,biolink:gene_associated_with_condition,EFO:0003032,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5979,biolink:gene_associated_with_condition,EFO:0005701,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:7280,biolink:gene_associated_with_condition,MONDO:0700044,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:8115,biolink:gene_associated_with_condition,EFO:1001051,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1000,biolink:gene_associated_with_condition,MONDO:0017795,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3785,biolink:gene_associated_with_condition,EFO:1001901,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:51755,biolink:gene_associated_with_condition,EFO:0006544,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2908,biolink:gene_associated_with_condition,EFO:0003767,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6754,biolink:gene_associated_with_condition,MONDO:0004286,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4882,biolink:gene_associated_with_condition,MONDO:0016780,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2739,biolink:gene_associated_with_condition,MONDO:0021148,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3738,biolink:gene_associated_with_condition,MONDO:0002334,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:51135,biolink:gene_associated_with_condition,EFO:0007874,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3732,biolink:gene_associated_with_condition,MONDO:0013934,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:9978,biolink:gene_associated_with_condition,MONDO:0002974,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:189,biolink:gene_associated_with_condition,MONDO:0009216,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3381,biolink:gene_associated_with_condition,EFO:0007218,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:112714,biolink:gene_associated_with_condition,EFO:0002939,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4286,biolink:gene_associated_with_condition,EFO:0000549,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3002,biolink:gene_associated_with_condition,MONDO:0007254,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4311,biolink:gene_associated_with_condition,HP:0009726,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3953,biolink:gene_associated_with_condition,MONDO:0023161,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:81608,biolink:gene_associated_with_condition,MONDO:0004643,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:55294,biolink:gene_associated_with_condition,MONDO:0018630,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:28951,biolink:gene_associated_with_condition,EFO:0005423,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3479,biolink:gene_associated_with_condition,MONDO:0008733,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4286,biolink:gene_associated_with_condition,Orphanet:75376,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1509,biolink:gene_associated_with_condition,EFO:1000158,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4286,biolink:gene_associated_with_condition,MONDO:0002691,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:355,biolink:gene_associated_with_condition,MONDO:0002207,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:11343,biolink:gene_associated_with_condition,MONDO:0005041,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:51561,biolink:gene_associated_with_condition,EFO:1001999,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:84618,biolink:gene_associated_with_condition,EFO:0000537,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4882,biolink:gene_associated_with_condition,MONDO:0007496,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5465,biolink:gene_associated_with_condition,MONDO:0007809,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:7412,biolink:gene_associated_with_condition,EFO:1002049,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:112744,biolink:gene_associated_with_condition,HP:0002783,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4524,biolink:gene_associated_with_condition,EFO:0010702,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:238,biolink:gene_associated_with_condition,EFO:0003918,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2259,biolink:gene_associated_with_condition,Orphanet:199348,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4311,biolink:gene_associated_with_condition,MONDO:0021251,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3479,biolink:gene_associated_with_condition,EFO:1001109,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3953,biolink:gene_associated_with_condition,EFO:0001074,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4717,biolink:gene_associated_with_condition,MONDO:0018875,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:942,biolink:gene_associated_with_condition,EFO:0007292,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6794,biolink:gene_associated_with_condition,EFO:0004287,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3953,biolink:gene_associated_with_condition,MONDO:0003783,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2358,biolink:gene_associated_with_condition,EFO:0000756,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4221,biolink:gene_associated_with_condition,MONDO:0014048,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3479,biolink:gene_associated_with_condition,MONDO:0016642,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:238,biolink:gene_associated_with_condition,MONDO:0005575,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5465,biolink:gene_associated_with_condition,MONDO:0015674,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6361,biolink:gene_associated_with_condition,MONDO:0015459,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1326,biolink:gene_associated_with_condition,EFO:0001075,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6524,biolink:gene_associated_with_condition,Orphanet:88643,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:23409,biolink:gene_associated_with_condition,OBA:VT0001253,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:8204,biolink:gene_associated_with_condition,EFO:0004517,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2260,biolink:gene_associated_with_condition,MONDO:0009629,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4524,biolink:gene_associated_with_condition,EFO:0005225,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:10266,biolink:gene_associated_with_condition,EFO:0002503,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:4830,biolink:gene_associated_with_condition,MONDO:0002974,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:7058,biolink:gene_associated_with_condition,EFO:1001475,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:10507,biolink:gene_associated_with_condition,EFO:0022254,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3605,biolink:gene_associated_with_condition,EFO:0007986,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2194,biolink:gene_associated_with_condition,HP:0003074,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:480,biolink:gene_associated_with_condition,EFO:0005407,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:84618,biolink:gene_associated_with_condition,MONDO:0008921,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3953,biolink:gene_associated_with_condition,Orphanet:2278,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1509,biolink:gene_associated_with_condition,EFO:0005622,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:388,biolink:gene_associated_with_condition,MONDO:0018899,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:189,biolink:gene_associated_with_condition,MONDO:0012725,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3732,biolink:gene_associated_with_condition,EFO:0001668,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:5702,biolink:gene_associated_with_condition,EFO:0000222,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:1000,biolink:gene_associated_with_condition,EFO:0005241,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:6416,biolink:gene_associated_with_condition,EFO:0000349,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:348980,biolink:gene_associated_with_condition,MONDO:0007152,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:356,biolink:gene_associated_with_condition,HP:0003073,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:100,biolink:gene_associated_with_condition,EFO:0000769,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:3738,biolink:gene_associated_with_condition,HP:0011675,biolink:Gene,biolink:Disease,OpenTargets,associated_with
NCBIGene:2908,biolink:gene_associated_with_condition,EFO:0003855,biolink:Gene,biolink:Disease,OpenTargets,associated_with
