id,category,name
MONDO:0032805,biolink:Disease,"hypopigmentation, organomegaly, and delayed myelination and development"
MONDO:0015199,biolink:Disease,aniridia - intellectual disability syndrome
MONDO:0004963,biolink:Disease,T-cell acute lymphoblastic leukemia
MONDO:0007079,biolink:Disease,alcohol dependence
MONDO:0013826,biolink:Disease,autosomal recessive nonsyndromic hearing loss 86
MONDO:0020593,biolink:Disease,trichoblastoma
MONDO:0002771,biolink:Disease,pulmonary fibrosis
MONDO:0006874,biolink:Disease,obstructive jaundice
MONDO:0005131,biolink:Disease,cervical carcinoma
MONDO:0019124,biolink:Disease,microscopic polyangiitis
MONDO:0021163,biolink:Disease,kidney neoplasm
MONDO:0005623,biolink:Disease,autoimmune thyroid disease
EFO:0009756,biolink:Disease,EFO:0009756
MONDO:0001336,biolink:Disease,familial hyperlipidemia
MONDO:0005304,biolink:Disease,biliary tract neoplasm
MONDO:0005070,biolink:Disease,neoplasm
MONDO:0005440,biolink:Disease,embryonal carcinoma
MONDO:0005075,biolink:Disease,thyroid gland papillary carcinoma
MONDO:0003210,biolink:Disease,intrahepatic cholangiocarcinoma
MONDO:0001751,biolink:Disease,cholestasis
MONDO:0013518,biolink:Disease,"pituitary hormone deficiency, combined, 6"
MONDO:0030938,biolink:Disease,spermatogenic failure 52
MONDO:0005496,biolink:Disease,bile duct carcinoma
MONDO:0009805,biolink:Disease,osteogenesis imperfecta type 9
MONDO:0005096,biolink:Disease,squamous cell carcinoma
EFO:0022173,biolink:Disease,EFO:0022173
MONDO:0006300,biolink:Disease,medullomyoblastoma with myogenic differentiation
MONDO:0005308,biolink:Disease,ciliopathy
MONDO:0012414,biolink:Disease,neuronal ceroid lipofuscinosis 10
MONDO:0006846,biolink:Disease,malignant hypertension
MONDO:0010576,biolink:Disease,X-linked mixed hearing loss with perilymphatic gusher
EFO:1001514,biolink:Disease,EFO:1001514
MONDO:0019438,biolink:Disease,AL amyloidosis
MONDO:0014981,biolink:Disease,immunodeficiency 49
MONDO:0005267,biolink:Disease,heart disorder
EFO:0004533,biolink:Disease,EFO:0004533
MONDO:0971173,biolink:Disease,autoinflammation with arthritis and vasculitis
MONDO:0032714,biolink:Disease,"facial dysmorphism, hypertrichosis, epilepsy, intellectual/developmental delay, and gingival overgrowth syndrome"
EFO:0004527,biolink:Disease,EFO:0004527
EFO:0009373,biolink:Disease,EFO:0009373
MONDO:0005336,biolink:Disease,myopathy
MONDO:0003334,biolink:Disease,demyelinating polyneuropathy
MONDO:0021259,biolink:Disease,prostate neoplasm
MONDO:0005475,biolink:Disease,migraine with aura
MONDO:0043579,biolink:Disease,enteritis
MONDO:0957572,biolink:Disease,thrombocytopenia 9
EFO:0004875,biolink:Disease,EFO:0004875
MONDO:0100234,biolink:Disease,paroxysmal familial ventricular fibrillation
MONDO:0008661,biolink:Disease,vitiligo
HP:0010783,biolink:Disease,HP:0010783
MONDO:0013730,biolink:Disease,graft versus host disease
MONDO:0005312,biolink:Disease,pouchitis
OBA:2041267,biolink:Disease,OBA:2041267
EFO:0009614,biolink:Disease,EFO:0009614
EFO:0700022,biolink:Disease,EFO:0700022
MONDO:0019192,biolink:Disease,AKT2-related familial partial lipodystrophy
MONDO:0000448,biolink:Disease,paraganglioma
MONDO:0005784,biolink:Disease,hantavirus hemorrhagic fever with renal syndrome
HP:0001394,biolink:Disease,HP:0001394
MONDO:0014054,biolink:Disease,lymphoproliferative syndrome 2
MONDO:0008222,biolink:Disease,Andersen-Tawil syndrome
EFO:0009964,biolink:Disease,EFO:0009964
MONDO:0003079,biolink:Disease,mastocytoma
MONDO:0006256,biolink:Disease,invasive breast carcinoma
MONDO:0010150,biolink:Disease,head and neck squamous cell carcinoma
MONDO:0019098,biolink:Disease,autoimmune thrombocytopenia
HP:0005359,biolink:Disease,HP:0005359
MONDO:0005233,biolink:Disease,non-small cell lung carcinoma
MONDO:0044212,biolink:Disease,chronic idiopathic urticaria
MONDO:0018912,biolink:Disease,Cushing syndrome
EFO:0022233,biolink:Disease,EFO:0022233
EFO:0008511,biolink:Disease,EFO:0008511
MONDO:0006810,biolink:Disease,intracranial hypertension
MONDO:0016047,biolink:Disease,endophthalmitis
MONDO:0005059,biolink:Disease,leukemia
MONDO:0000521,biolink:Disease,salivary gland carcinoma
HP:0002119,biolink:Disease,HP:0002119
EFO:1001129,biolink:Disease,EFO:1001129
MONDO:0100233,biolink:Disease,long COVID-19
MONDO:0007834,biolink:Disease,islet cell adenomatosis
MONDO:0008300,biolink:Disease,Prader-Willi syndrome
MONDO:0005079,biolink:Disease,polyp
MONDO:0005546,biolink:Disease,fibromyalgia
MONDO:0015168,biolink:Disease,arthrogryposis multiplex congenita
MONDO:0005920,biolink:Disease,Plasmodium falciparum malaria
MONDO:0016394,biolink:Disease,sporadic infantile bilateral striatal necrosis
MONDO:0026722,biolink:Disease,Mullegama-Klein-Martinez syndrome
MONDO:0005399,biolink:Disease,venous thromboembolism
MONDO:0005033,biolink:Disease,ganglioneuroma
MONDO:0016574,biolink:Disease,hypo- and hypermelanotic cutaneous macules-retarded growth-intellectual disability syndrome
MONDO:0006843,biolink:Disease,macular holes
EFO:0004335,biolink:Disease,EFO:0004335
MONDO:0024662,biolink:Disease,colorectal tubulovillous adenoma
MONDO:0971001,biolink:Disease,immunodeficiency 121 with autoinflammation
MONDO:0017596,biolink:Disease,diffuse large B-cell lymphoma of the central nervous system
MONDO:0100330,biolink:Disease,disease arising from reactivation of latent virus
MONDO:0004782,biolink:Disease,diabetes insipidus
EFO:0004612,biolink:Disease,EFO:0004612
MONDO:0008558,biolink:Disease,autoimmune thrombocytopenic purpura
MONDO:0019797,biolink:Disease,acrodysostosis
MONDO:0018896,biolink:Disease,thrombotic thrombocytopenic purpura
MONDO:0004355,biolink:Disease,childhood leukemia
MONDO:0016471,biolink:Disease,pachyonychia congenita
MONDO:0006456,biolink:Disease,thymoma
MONDO:0006215,biolink:Disease,gallbladder adenocarcinoma
HP:0040223,biolink:Disease,HP:0040223
EFO:1001418,biolink:Disease,EFO:1001418
HP:0000975,biolink:Disease,HP:0000975
EFO:0009429,biolink:Disease,EFO:0009429
MONDO:0010662,biolink:Disease,paraplegia-intellectual disability-hyperkeratosis syndrome
MONDO:0008493,biolink:Disease,overhydrated hereditary stomatocytosis
MONDO:0019954,biolink:Disease,pancreatic neuroendocrine tumor
Orphanet:91088,biolink:Disease,Orphanet:91088
EFO:0007944,biolink:Disease,EFO:0007944
MONDO:0007295,biolink:Disease,self-limited epilepsy with centrotemporal spikes
MONDO:0006644,biolink:Disease,alcoholic liver cirrhosis
MONDO:0004982,biolink:Disease,pancreatitis
MONDO:0024647,biolink:Disease,urolithiasis
MONDO:0005060,biolink:Disease,liposarcoma
OBA:2044852,biolink:Disease,OBA:2044852
MONDO:0054727,biolink:Disease,spermatogenic failure 23
MONDO:0007113,biolink:Disease,Angelman syndrome
EFO:0010925,biolink:Disease,EFO:0010925
MONDO:0008243,biolink:Disease,Pick disease
HP:0012207,biolink:Disease,HP:0012207
MONDO:0014300,biolink:Disease,proximal myopathy with extrapyramidal signs
MONDO:0970993,biolink:Disease,immunodeficiency 119
MONDO:0021104,biolink:Disease,alcoholic fatty liver disease
MONDO:0007473,biolink:Disease,Duane retraction syndrome
EFO:0700134,biolink:Disease,EFO:0700134
MONDO:0010882,biolink:Disease,aphalangy-syndactyly-microcephaly syndrome
MONDO:0017572,biolink:Disease,tick-borne encephalitis
MONDO:0014118,biolink:Disease,congenital neutropenia-myelofibrosis-nephromegaly syndrome
EFO:0004833,biolink:Disease,EFO:0004833
MONDO:0005344,biolink:Disease,hepatitis B virus infection
MONDO:0016305,biolink:Disease,atypical pantothenate kinase-associated neurodegeneration
MONDO:0006186,biolink:Disease,duodenal adenocarcinoma
MONDO:0060507,biolink:Disease,retinal dystrophy with or without macular staphyloma
OBA:2050068,biolink:Disease,OBA:2050068
Orphanet:183539,biolink:Disease,Orphanet:183539
MONDO:0007367,biolink:Disease,"febrile seizures, familial, 1"
MONDO:0007256,biolink:Disease,hepatocellular carcinoma
MONDO:0005087,biolink:Disease,respiratory system disorder
MONDO:0004784,biolink:Disease,allergic asthma
MONDO:0008185,biolink:Disease,hereditary chronic pancreatitis
MONDO:0006816,biolink:Disease,arthropathy
MONDO:0001854,biolink:Disease,lacrimal apparatus disorder
MONDO:0005186,biolink:Disease,cocaine dependence
EFO:1000653,biolink:Disease,EFO:1000653
MONDO:0005062,biolink:Disease,lymphoma
MONDO:0006733,biolink:Disease,dry eye syndrome
MONDO:0016216,biolink:Disease,adult hepatocellular carcinoma
MONDO:0019068,biolink:Disease,congenital membranous nephropathy due to maternal anti-neutral endopeptidase alloimmunization
MONDO:0005065,biolink:Disease,mesothelioma
EFO:0010922,biolink:Disease,EFO:0010922
MONDO:0018975,biolink:Disease,neurofibromatosis type 1
OBA:0004561,biolink:Disease,OBA:0004561
MONDO:0005393,biolink:Disease,gout
MONDO:0021353,biolink:Disease,tumor of uterus
MONDO:0005260,biolink:Disease,autism
MONDO:0003001,biolink:Disease,seminoma
MONDO:0012883,biolink:Disease,acute promyelocytic leukemia
EFO:0004587,biolink:Disease,EFO:0004587
EFO:0006922,biolink:Disease,EFO:0006922
MONDO:0002269,biolink:Disease,gastroenteritis
MONDO:0021042,biolink:Disease,glioma
MONDO:0006007,biolink:Disease,vesicoureteral reflux
MONDO:0032696,biolink:Disease,oocyte maturation defect 6
MONDO:0013291,biolink:Disease,glycogen storage disease XV
MONDO:0958006,biolink:Disease,"spondyloepimetaphyseal dysplasia, Guo-Campeau type"
EFO:0004980,biolink:Disease,EFO:0004980
MONDO:0005282,biolink:Disease,cutaneous lupus erythematosus
MONDO:0004949,biolink:Disease,neoplasm of mature B-cells
MONDO:0007705,biolink:Disease,Heinz body anemia
MONDO:0005135,biolink:Disease,parasitic infectious disease
MONDO:0004981,biolink:Disease,atrial fibrillation
MONDO:0006781,biolink:Disease,Helicobacter pylori infectious disease
MONDO:0002708,biolink:Disease,retinitis
MONDO:0013410,biolink:Disease,"46,XY sex reversal 6"
MONDO:0015759,biolink:Disease,B-cell non-Hodgkin lymphoma
MONDO:0015796,biolink:Disease,acute lung injury
MONDO:0032766,biolink:Disease,"hypoalphalipoproteinemia, primary, 2"
MONDO:0010068,biolink:Disease,"spondyloepimetaphyseal dysplasia, sponastrime type"
MONDO:0034054,biolink:Disease,severe combined immunodeficiency due to CD70 deficiency
MONDO:0005711,biolink:Disease,congenital diaphragmatic hernia
MONDO:0020640,biolink:Disease,autoimmune encephalitis
MONDO:0009086,biolink:Disease,deafness-small bowel diverticulosis-neuropathy syndrome
MONDO:0054730,biolink:Disease,spermatogenic failure 26
MONDO:0002531,biolink:Disease,skin neoplasm
EFO:1001516,biolink:Disease,EFO:1001516
MONDO:0007191,biolink:Disease,Behcet disease
HP:0012393,biolink:Disease,HP:0012393
EFO:0009706,biolink:Disease,EFO:0009706
MONDO:0001475,biolink:Disease,neutropenia
MONDO:0010066,biolink:Disease,familial isolated congenital asplenia
EFO:0004348,biolink:Disease,EFO:0004348
MONDO:0009676,biolink:Disease,autosomal recessive limb-girdle muscular dystrophy type 2B
EFO:0007991,biolink:Disease,EFO:0007991
MONDO:0015229,biolink:Disease,Bardet-Biedl syndrome
MONDO:0007947,biolink:Disease,Marfan syndrome
HP:0004418,biolink:Disease,HP:0004418
MONDO:0004126,biolink:Disease,thyroiditis
HP:0005180,biolink:Disease,HP:0005180
MONDO:0015667,biolink:Disease,acute myeloid leukemia by FAB classification
MONDO:0008810,biolink:Disease,familial apolipoprotein C-II deficiency
MONDO:0007686,biolink:Disease,gray platelet syndrome
MONDO:0016982,biolink:Disease,angiosarcoma
MONDO:0014851,biolink:Disease,"hypercalcemia, infantile, 2"
HP:0031678,biolink:Disease,HP:0031678
HP:0001643,biolink:Disease,HP:0001643
MONDO:0021667,biolink:Disease,neuralgia
MONDO:0004970,biolink:Disease,adenocarcinoma
MONDO:0011057,biolink:Disease,cerebrovascular disorder
EFO:0010369,biolink:Disease,EFO:0010369
EFO:0008501,biolink:Disease,EFO:0008501
MONDO:0009582,biolink:Disease,Mietens syndrome
MONDO:0015924,biolink:Disease,pulmonary arterial hypertension
MONDO:0005116,biolink:Disease,Whipple disease
MONDO:0006031,biolink:Disease,chronic rhinosinusitis
MONDO:0013758,biolink:Disease,Charcot-Marie-Tooth disease dominant intermediate E
MONDO:0017778,biolink:Disease,lamellar ichthyosis
MONDO:0010298,biolink:Disease,Lesch-Nyhan syndrome
MONDO:0005989,biolink:Disease,toxoplasmosis
HP:0002411,biolink:Disease,HP:0002411
MONDO:0004928,biolink:Disease,lymph node disorder
MONDO:0003024,biolink:Disease,breast angiosarcoma
MONDO:0005032,biolink:Disease,follicular thyroid adenoma
EFO:0003959,biolink:Disease,EFO:0003959
MONDO:0007732,biolink:Disease,Holt-Oram syndrome
MONDO:0005109,biolink:Disease,HIV infectious disease
HP:0011451,biolink:Disease,HP:0011451
EFO:1000965,biolink:Disease,EFO:1000965
MONDO:0005027,biolink:Disease,epilepsy
MONDO:0011760,biolink:Disease,Scheie syndrome
MONDO:0001098,biolink:Disease,separation anxiety disorder
HP:0012758,biolink:Disease,HP:0012758
MONDO:0005178,biolink:Disease,osteoarthritis
Orphanet:404469,biolink:Disease,Orphanet:404469
MONDO:0001823,biolink:Disease,sick sinus syndrome
MONDO:0024573,biolink:Disease,familial hypertrophic cardiomyopathy
MONDO:0019516,biolink:Disease,exudative vitreoretinopathy
MONDO:0020074,biolink:Disease,progressive myoclonus epilepsy
EFO:0022267,biolink:Disease,EFO:0022267
MONDO:0010264,biolink:Disease,X-linked adrenal hypoplasia congenita
MONDO:0000607,biolink:Disease,primary cutaneous T-cell non-Hodgkin lymphoma
MONDO:0014621,biolink:Disease,Brugada syndrome 9
EFO:0009458,biolink:Disease,EFO:0009458
MONDO:0005010,biolink:Disease,coronary artery disorder
MONDO:0004974,biolink:Disease,adrenal gland pheochromocytoma
MONDO:0005416,biolink:Disease,"osteoarthritis, knee"
EFO:0010270,biolink:Disease,EFO:0010270
MONDO:0010679,biolink:Disease,Duchenne muscular dystrophy
MONDO:0004277,biolink:Disease,gonorrhea
HP:0005528,biolink:Disease,HP:0005528
HP:0010976,biolink:Disease,HP:0010976
MONDO:0002869,biolink:Disease,heart valve disorder
HP:0001520,biolink:Disease,HP:0001520
MONDO:0005377,biolink:Disease,nephrotic syndrome
MONDO:0019154,biolink:Disease,androgen insensitivity syndrome
MONDO:0002081,biolink:Disease,musculoskeletal system disorder
MONDO:0957981,biolink:Disease,immunodeficiency 115 with autoinflammation
MONDO:0006262,biolink:Disease,lacrimal gland adenoid cystic carcinoma
MONDO:0005002,biolink:Disease,chronic obstructive pulmonary disease
MONDO:0018842,biolink:Disease,primary effusion lymphoma
HP:0003489,biolink:Disease,HP:0003489
OBA:2045206,biolink:Disease,OBA:2045206
HP:0100806,biolink:Disease,HP:0100806
MONDO:0054723,biolink:Disease,spermatogenic failure 19
MONDO:0037821,biolink:Disease,porphyrin metabolism disease
EFO:0004696,biolink:Disease,EFO:0004696
MONDO:0005173,biolink:Disease,actinic keratosis
MONDO:0017844,biolink:Disease,Sezary syndrome
MONDO:0008327,biolink:Disease,exfoliation syndrome
MONDO:0002492,biolink:Disease,acute kidney injury
EFO:0004842,biolink:Disease,EFO:0004842
MONDO:0003453,biolink:Disease,conjunctival intraepithelial neoplasm
MONDO:0001627,biolink:Disease,dementia
EFO:1001494,biolink:Disease,EFO:1001494
MONDO:0002358,biolink:Disease,laryngeal carcinoma
MONDO:0000432,biolink:Disease,lymphoplasmacytic lymphoma
HP:0001268,biolink:Disease,HP:0001268
MONDO:0020804,biolink:Disease,basal cell carcinoma
MONDO:0019917,biolink:Disease,maternal uniparental disomy of chromosome 20
EFO:0020685,biolink:Disease,EFO:0020685
MONDO:0009685,biolink:Disease,Miyoshi myopathy
MONDO:0003009,biolink:Disease,hyperaldosteronism
MONDO:0002616,biolink:Disease,mesenchymal cell neoplasm
MONDO:0021192,biolink:Disease,odontogenic neoplasm
MONDO:0005354,biolink:Disease,chronic hepatitis C virus infection
MONDO:0008038,biolink:Disease,ataxia-pancytopenia syndrome
MONDO:0000490,biolink:Disease,glomerulosclerosis
OBA:VT0005265,biolink:Disease,OBA:VT0005265
MONDO:0002480,biolink:Disease,endometrioid tumor
HP:0004398,biolink:Disease,HP:0004398
MONDO:0000771,biolink:Disease,allergic respiratory disease
MONDO:0007481,biolink:Disease,Leri-Weill dyschondrosteosis
MONDO:0019933,biolink:Disease,acromegaly
EFO:0022159,biolink:Disease,EFO:0022159
EFO:0011057,biolink:Disease,EFO:0011057
MONDO:0016006,biolink:Disease,Cockayne syndrome
MONDO:0015760,biolink:Disease,T-cell non-Hodgkin lymphoma
MONDO:0004471,biolink:Disease,bacterial arthritis
MONDO:0002525,biolink:Disease,inherited lipid metabolism disorder
HP:0002075,biolink:Disease,HP:0002075
MONDO:0001572,biolink:Disease,leiomyoma
MONDO:0006632,biolink:Disease,"osteoarthritis, hand"
EFO:0010351,biolink:Disease,EFO:0010351
EFO:0004725,biolink:Disease,EFO:0004725
MONDO:0005192,biolink:Disease,exocrine pancreatic carcinoma
MONDO:0015925,biolink:Disease,interstitial lung disease
MONDO:0021248,biolink:Disease,nervous system neoplasm
MONDO:0007795,biolink:Disease,mullerian duct anomalies-limb anomalies syndrome
MONDO:0005184,biolink:Disease,pancreatic ductal adenocarcinoma
MONDO:0018746,biolink:Disease,mucous membrane pemphigoid
MONDO:0010293,biolink:Disease,ectodermal dysplasia and immune deficiency
MONDO:0800373,biolink:Disease,carbon monoxide poisoning
MONDO:0030307,biolink:Disease,spermatogenic failure 55
MONDO:0008734,biolink:Disease,"adrenocortical carcinoma, hereditary"
MONDO:0013372,biolink:Disease,long QT syndrome 5
EFO:0020921,biolink:Disease,EFO:0020921
EFO:0000719,biolink:Disease,EFO:0000719
EFO:0022258,biolink:Disease,EFO:0022258
EFO:0011011,biolink:Disease,EFO:0011011
HP:0005268,biolink:Disease,HP:0005268
MONDO:0009833,biolink:Disease,Shwachman-Diamond syndrome
EFO:0007985,biolink:Disease,EFO:0007985
EFO:0004309,biolink:Disease,EFO:0004309
OBA:2042371,biolink:Disease,OBA:2042371
MONDO:0006377,biolink:Disease,pleural biphasic mesothelioma
MONDO:0010726,biolink:Disease,Rett syndrome
MONDO:0004975,biolink:Disease,Alzheimer disease
MONDO:0007309,biolink:Disease,Charcot-Marie-Tooth disease type 1A
MONDO:0019696,biolink:Disease,acromesomelic dysplasia
MONDO:0004184,biolink:Disease,urethral disorder
MONDO:0015974,biolink:Disease,severe combined immunodeficiency
MONDO:0800043,biolink:Disease,Stüve-Wiedemann syndrome 1
MONDO:0024575,biolink:Disease,pregnancy disorder
MONDO:0013459,biolink:Disease,osteogenesis imperfecta type 10
MONDO:0020689,biolink:Disease,AIDS dementia complex
HP:0001395,biolink:Disease,HP:0001395
MONDO:0007739,biolink:Disease,Huntington disease
HP:0000539,biolink:Disease,HP:0000539
EFO:0022322,biolink:Disease,EFO:0022322
MONDO:0019772,biolink:Disease,blepharospasm-oromandibular dystonia syndrome
EFO:0022265,biolink:Disease,EFO:0022265
MONDO:0010421,biolink:Disease,Bruton-type agammaglobulinemia
MONDO:0005556,biolink:Disease,lupus nephritis
MONDO:0006861,biolink:Disease,myeloid sarcoma
MONDO:0002814,biolink:Disease,adrenal carcinoma
HP:0000112,biolink:Disease,HP:0000112
HP:0002202,biolink:Disease,HP:0002202
MONDO:0024465,biolink:Disease,"surfactant metabolism dysfunction, pulmonary, 2"
MONDO:0043905,biolink:Disease,pneumonitis
MONDO:0005072,biolink:Disease,neuroblastoma
MONDO:0019004,biolink:Disease,kidney Wilms tumor
MONDO:8000015,biolink:Disease,"46,XY sex reversal 11"
MONDO:0005180,biolink:Disease,Parkinson disease
EFO:0006807,biolink:Disease,EFO:0006807
MONDO:0029000,biolink:Disease,poisoning
MONDO:0009571,biolink:Disease,"Meckel syndrome, type 1"
MONDO:0011962,biolink:Disease,endometrial cancer
MONDO:0000491,biolink:Disease,limb ischemia
EFO:0920022,biolink:Disease,EFO:0920022
HP:0002960,biolink:Disease,HP:0002960
MONDO:0006292,biolink:Disease,malignant mesothelioma
EFO:0008569,biolink:Disease,EFO:0008569
EFO:0009188,biolink:Disease,EFO:0009188
MONDO:0006249,biolink:Disease,hyperplastic polyp
EFO:1001955,biolink:Disease,EFO:1001955
MONDO:0002635,biolink:Disease,periodontal disorder
MONDO:0020488,biolink:Disease,atypical progressive supranuclear palsy syndrome
HP:0002721,biolink:Disease,HP:0002721
MONDO:0011849,biolink:Disease,psoriatic arthritis
HP:0011947,biolink:Disease,HP:0011947
MONDO:0011385,biolink:Disease,intervertebral disk degenerative disorder
MONDO:0021211,biolink:Disease,brain neoplasm
MONDO:0015912,biolink:Disease,macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss
MONDO:0018310,biolink:Disease,Langerhans cell histiocytosis
MONDO:0005381,biolink:Disease,bone disorder
MONDO:0018908,biolink:Disease,non-Hodgkin lymphoma
OBA:0003747,biolink:Disease,OBA:0003747
MONDO:0005151,biolink:Disease,endocrine system disorder
MONDO:0009975,biolink:Disease,reticulum cell sarcoma
MONDO:0007056,biolink:Disease,acroosteolysis
MONDO:0000552,biolink:Disease,breast lobular carcinoma
MONDO:0012923,biolink:Disease,congenital generalized lipodystrophy type 3
MONDO:0024291,biolink:Disease,vascular malformation
OBA:1000110,biolink:Disease,OBA:1000110
EFO:0000195,biolink:Disease,EFO:0000195
MONDO:0017123,biolink:Disease,arthrogryposis-renal dysfunction-cholestasis syndrome
HP:0100660,biolink:Disease,HP:0100660
MONDO:0008714,biolink:Disease,acrofacial dysostosis Rodriguez type
MONDO:0018321,biolink:Disease,atypical juvenile parkinsonism
EFO:0005689,biolink:Disease,EFO:0005689
EFO:0005106,biolink:Disease,EFO:0005106
MONDO:0005076,biolink:Disease,periodontitis
MONDO:0002253,biolink:Disease,spondylosis
MONDO:0013279,biolink:Disease,long QT syndrome 13
MONDO:0013318,biolink:Disease,early repolarization associated with ventricular fibrillation
MONDO:0015746,biolink:Disease,male infertility due to globozoospermia
MONDO:0011448,biolink:Disease,PPARG-related familial partial lipodystrophy
MONDO:0019439,biolink:Disease,AA amyloidosis
MONDO:0021118,biolink:Disease,intestinal neoplasm
MONDO:0005404,biolink:Disease,myalgic encephalomeyelitis/chronic fatigue syndrome
MONDO:0004977,biolink:Disease,angioimmunoblastic T-cell lymphoma
MONDO:0008476,biolink:Disease,"spondyloepimetaphyseal dysplasia, Strudwick type"
MONDO:0009797,biolink:Disease,orotic aciduria
MONDO:0002183,biolink:Disease,enthesopathy
MONDO:0008963,biolink:Disease,Chediak-Higashi syndrome
MONDO:0004781,biolink:Disease,acute myocardial infarction
MONDO:0033622,biolink:Disease,spermatogenic failure 44
MONDO:0005081,biolink:Disease,preeclampsia
EFO:1001491,biolink:Disease,EFO:1001491
MONDO:0002050,biolink:Disease,depressive disorder
MONDO:0006216,biolink:Disease,gallbladder adenoma
MONDO:0007047,biolink:Disease,punctate palmoplantar keratoderma type III
MONDO:0043479,biolink:Disease,adenoviridae infectious disease
MONDO:0005525,biolink:Disease,T-cell leukemia
MONDO:0020066,biolink:Disease,Ehlers-Danlos syndrome
MONDO:0009491,biolink:Disease,Haim-Munk syndrome
MONDO:0009480,biolink:Disease,Joubert syndrome with oculorenal defect
MONDO:0008977,biolink:Disease,chondrosarcoma
MONDO:0030996,biolink:Disease,"bleeding disorder, platelet-type, 24"
HP:0001987,biolink:Disease,HP:0001987
MONDO:0000082,biolink:Disease,pelvic organ prolapse
MONDO:0957809,biolink:Disease,"neutropenia, severe congenital, 10, autosomal recessive"
EFO:0008496,biolink:Disease,EFO:0008496
MONDO:0009925,biolink:Disease,autosomal recessive inherited pseudoxanthoma elasticum
MONDO:0005468,biolink:Disease,hypotensive disorder
MONDO:0030925,biolink:Disease,oocyte maturation defect 10
OBA:2050065,biolink:Disease,OBA:2050065
MONDO:0005376,biolink:Disease,membranous glomerulonephritis
MONDO:0002305,biolink:Disease,thrombophilia
MONDO:0005099,biolink:Disease,subarachnoid hemorrhage
EFO:0007789,biolink:Disease,EFO:0007789
EFO:0022160,biolink:Disease,EFO:0022160
MONDO:0013044,biolink:Disease,atypical hemolytic-uremic syndrome with thrombomodulin anomaly
MONDO:0017413,biolink:Disease,Reunion island Larsen syndrome
MONDO:0033673,biolink:Disease,spermatogenic failure 46
MONDO:0005373,biolink:Disease,meningococcal infection
MONDO:0005052,biolink:Disease,irritable bowel syndrome
MONDO:0009735,biolink:Disease,Netherton syndrome
MONDO:0005154,biolink:Disease,liver disorder
MONDO:0018237,biolink:Disease,acrofacial dysostosis
MONDO:0005350,biolink:Disease,abdominal aortic aneurysm
MONDO:0006394,biolink:Disease,rectal tubular adenoma
MONDO:0015524,biolink:Disease,hyperplastic polyposis syndrome
OBA:2041446,biolink:Disease,OBA:2041446
EFO:1001471,biolink:Disease,EFO:1001471
MONDO:0008708,biolink:Disease,acrocallosal syndrome
MONDO:0859522,biolink:Disease,spermatogenic failure 81
HP:0100526,biolink:Disease,HP:0100526
MONDO:0004301,biolink:Disease,fibrosarcomatous osteosarcoma
MONDO:0100147,biolink:Disease,SATB2 associated disorder
MONDO:0021187,biolink:Disease,hyperlipidemia
EFO:0009885,biolink:Disease,EFO:0009885
MONDO:0004180,biolink:Disease,benign urinary system neoplasm
MONDO:0011128,biolink:Disease,Sheldon-hall syndrome
MONDO:0012859,biolink:Disease,autosomal recessive osteopetrosis 7
MONDO:0018338,biolink:Disease,activated PI3K-delta syndrome
OBA:2045560,biolink:Disease,OBA:2045560
MONDO:0004651,biolink:Disease,smallpox
MONDO:0020336,biolink:Disease,autosomal dominant Emery-Dreifuss muscular dystrophy
EFO:0006336,biolink:Disease,EFO:0006336
EFO:0022157,biolink:Disease,EFO:0022157
HP:0000842,biolink:Disease,HP:0000842
EFO:0021900,biolink:Disease,EFO:0021900
MONDO:0014804,biolink:Disease,sideroblastic anemia 3
EFO:0022296,biolink:Disease,EFO:0022296
MONDO:0003519,biolink:Disease,malignant syringoma
EFO:0009622,biolink:Disease,EFO:0009622
MONDO:0005036,biolink:Disease,gastric adenocarcinoma
MONDO:0022529,biolink:Disease,BK-virus nephropathy
HP:0002242,biolink:Disease,HP:0002242
EFO:0800337,biolink:Disease,EFO:0800337
HP:0001667,biolink:Disease,HP:0001667
EFO:0004312,biolink:Disease,EFO:0004312
MONDO:0019391,biolink:Disease,Fanconi anemia
MONDO:0012657,biolink:Disease,Mungan syndrome
MONDO:0001291,biolink:Disease,brain compression
MONDO:0010997,biolink:Disease,"supranuclear palsy, progressive, 1"
MONDO:0005550,biolink:Disease,infectious disease
MONDO:0004952,biolink:Disease,Hodgkins lymphoma
MONDO:0005345,biolink:Disease,hypospadias
MONDO:0005132,biolink:Disease,cytomegalovirus infection
EFO:0920024,biolink:Disease,EFO:0920024
MONDO:0030506,biolink:Disease,ovarian dysgenesis 9
EFO:0010623,biolink:Disease,EFO:0010623
MONDO:0021945,biolink:Disease,hearing disorder
MONDO:0010580,biolink:Disease,immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome
MONDO:0006181,biolink:Disease,digestive system carcinoma
EFO:0009783,biolink:Disease,EFO:0009783
MONDO:0011182,biolink:Disease,trimethylaminuria
MONDO:0010302,biolink:Disease,Ito hypomelanosis
MONDO:0009852,biolink:Disease,hereditary intrinsic factor deficiency
MONDO:0019454,biolink:Disease,myelodysplastic syndrome with excess blasts
MONDO:0006314,biolink:Disease,nasal cavity polyp
MONDO:0001889,biolink:Disease,ovarian dysfunction
MONDO:0011717,biolink:Disease,hyperinsulinism-hyperammonemia syndrome
