mondo_id,previous_name,mondo_label,matched
MONDO:0012657,MONDO:0012657,Mungan syndrome,True
MONDO:0001291,MONDO:0001291,brain compression,True
MONDO:0010997,MONDO:0010997,"supranuclear palsy, progressive, 1",True
MONDO:0030506,MONDO:0030506,ovarian dysgenesis 9,True
MONDO:0021945,MONDO:0021945,hearing disorder,True
MONDO:0010580,MONDO:0010580,immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,True
MONDO:0011182,MONDO:0011182,trimethylaminuria,True
MONDO:0010302,MONDO:0010302,Ito hypomelanosis,True
MONDO:0011717,MONDO:0011717,hyperinsulinism-hyperammonemia syndrome,True
MONDO:0004737,MONDO:0004737,homocystinuria,True
MONDO:0015540,MONDO:0015540,hemophagocytic syndrome,True
MONDO:0019472,MONDO:0019472,extranodal nasal NK/T cell lymphoma,True
MONDO:0002041,MONDO:0002041,fungal infectious disease,True
MONDO:0011988,MONDO:0011988,neutrophil immunodeficiency syndrome,True
MONDO:0010444,MONDO:0010444,X-linked dyserythropoetic anemia with abnormal platelets and neutropenia,True
