source_id,mondo_id,prefix,normalized,status
EFO:0004247,MONDO:0005371,EFO,True,mapped
EFO:0000729,MONDO:0005101,EFO,True,mapped
MONDO:0016558,MONDO:0016558,MONDO,False,already_mondo
EFO:0007405,MONDO:0005885,EFO,True,mapped
HP:0100582,,HP,False,skipped_prefix
EFO:1001176,MONDO:0020678,EFO,True,mapped
EFO:0000612,MONDO:0005068,EFO,True,mapped
EFO:0000095,MONDO:0004948,EFO,True,mapped
OBA:0004528,,OBA,False,skipped_prefix
MONDO:0100319,MONDO:0100319,MONDO,False,already_mondo
HP:0040270,,HP,False,skipped_prefix
EFO:0003888,MONDO:0007743,EFO,True,mapped
EFO:1001312,MONDO:0000918,EFO,True,mapped
MONDO:0009872,MONDO:0009872,MONDO,False,already_mondo
EFO:1000478,MONDO:0006373,EFO,True,mapped
MONDO:0001134,MONDO:0001134,MONDO,False,already_mondo
MONDO:0014172,MONDO:0014172,MONDO,False,already_mondo
EFO:0004509,,EFO,False,unmapped
MONDO:0008982,MONDO:0008982,MONDO,False,already_mondo
EFO:0001378,MONDO:0009693,EFO,True,mapped
EFO:0007540,,EFO,False,unmapped
EFO:0801555,,EFO,False,unmapped
EFO:0022337,,EFO,False,unmapped
MONDO:0033554,MONDO:0033554,MONDO,False,already_mondo
EFO:1001927,,EFO,False,unmapped
EFO:0009071,,EFO,False,unmapped
EFO:0003029,MONDO:0019458,EFO,True,mapped
MONDO:0014137,MONDO:0014137,MONDO,False,already_mondo
MONDO:0009655,MONDO:0009655,MONDO,False,already_mondo
MONDO:0008903,MONDO:0008903,MONDO,False,already_mondo
EFO:0001663,MONDO:0005159,EFO,True,mapped
EFO:0004288,MONDO:0005401,EFO,True,mapped
EFO:0007328,MONDO:0005812,EFO,True,mapped
MONDO:0008521,MONDO:0008521,MONDO,False,already_mondo
MONDO:0019736,MONDO:0019736,MONDO,False,already_mondo
EFO:0003769,MONDO:0002082,EFO,True,mapped
HP:0000739,,HP,False,skipped_prefix
EFO:0004462,,EFO,False,unmapped
EFO:0010642,MONDO:0700092,EFO,True,mapped
MONDO:0007340,MONDO:0007340,MONDO,False,already_mondo
EFO:0004265,MONDO:0005386,EFO,True,mapped
MONDO:0021355,MONDO:0021355,MONDO,False,already_mondo
EFO:0007456,,EFO,False,unmapped
EFO:1000116,MONDO:0000646,EFO,True,mapped
MONDO:0009901,MONDO:0009901,MONDO,False,already_mondo
MONDO:0007888,MONDO:0007888,MONDO,False,already_mondo
EFO:0000708,MONDO:0005097,EFO,True,mapped
MONDO:0015300,MONDO:0015300,MONDO,False,already_mondo
EFO:0000681,MONDO:0005086,EFO,True,mapped
EFO:0003100,MONDO:0005244,EFO,True,mapped
EFO:0006834,,EFO,False,unmapped
EFO:0003762,,EFO,False,unmapped
MONDO:0800195,MONDO:0800195,MONDO,False,already_mondo
EFO:0005815,MONDO:0005574,EFO,True,mapped
MONDO:0016683,MONDO:0016683,MONDO,False,already_mondo
HP:0001250,,HP,False,skipped_prefix
EFO:0003014,MONDO:0005219,EFO,True,mapped
MONDO:0020121,MONDO:0020121,MONDO,False,already_mondo
MONDO:0016525,MONDO:0016525,MONDO,False,already_mondo
EFO:1000619,MONDO:0006489,EFO,True,mapped
EFO:0004346,,EFO,False,unmapped
EFO:0004152,MONDO:0001595,EFO,True,mapped
EFO:0005802,,EFO,False,unmapped
MONDO:0007987,MONDO:0007987,MONDO,False,already_mondo
MONDO:0019202,MONDO:0019202,MONDO,False,already_mondo
EFO:1000636,,EFO,False,unmapped
EFO:0000699,MONDO:0010030,EFO,True,mapped
MONDO:0002907,MONDO:0002907,MONDO,False,already_mondo
EFO:0022145,,EFO,False,unmapped
MONDO:0017400,MONDO:0017400,MONDO,False,already_mondo
EFO:0021897,,EFO,False,unmapped
MONDO:0014403,MONDO:0014403,MONDO,False,already_mondo
EFO:0010266,,EFO,False,unmapped
MONDO:0007573,MONDO:0007573,MONDO,False,already_mondo
MONDO:0017979,MONDO:0017979,MONDO,False,already_mondo
EFO:1002048,MONDO:0001106,EFO,True,mapped
MONDO:0007635,MONDO:0007635,MONDO,False,already_mondo
OBA:2043190,,OBA,False,skipped_prefix
EFO:0000760,MONDO:0017827,EFO,True,mapped
EFO:0000186,MONDO:0004953,EFO,True,mapped
EFO:0002623,MONDO:0005195,EFO,True,mapped
EFO:1000172,MONDO:0006143,EFO,True,mapped
EFO:1001467,MONDO:0015691,EFO,True,mapped
EFO:0803382,,EFO,False,unmapped
MONDO:0018075,MONDO:0018075,MONDO,False,already_mondo
MONDO:0004557,MONDO:0004557,MONDO,False,already_mondo
EFO:0022238,,EFO,False,unmapped
EFO:1000485,MONDO:0003308,EFO,True,mapped
EFO:1001875,MONDO:0019065,EFO,True,mapped
EFO:1000627,MONDO:0003240,EFO,True,mapped
EFO:0004911,MONDO:0005439,EFO,True,mapped
MONDO:0002025,MONDO:0002025,MONDO,False,already_mondo
HP:0001300,,HP,False,skipped_prefix
MONDO:0970943,MONDO:0970943,MONDO,False,already_mondo
EFO:1000156,MONDO:0006128,EFO,True,mapped
MONDO:0008840,MONDO:0008840,MONDO,False,already_mondo
MONDO:0008073,MONDO:0008073,MONDO,False,already_mondo
HP:0001822,,HP,False,skipped_prefix
EFO:0000309,MONDO:0007243,EFO,True,mapped
HP:0002315,,HP,False,skipped_prefix
EFO:0000512,MONDO:0005039,EFO,True,mapped
MONDO:0005277,MONDO:0005277,MONDO,False,already_mondo
EFO:1001078,MONDO:0006882,EFO,True,mapped
EFO:0000519,MONDO:0018177,EFO,True,mapped
EFO:0005537,MONDO:0005494,EFO,True,mapped
Orphanet:69076,MONDO:0009297,Orphanet,True,mapped
EFO:1000417,MONDO:0006336,EFO,True,mapped
EFO:1000727,MONDO:0006573,EFO,True,mapped
EFO:0007344,MONDO:0005825,EFO,True,mapped
HP:0003040,,HP,False,skipped_prefix
Orphanet:1334,MONDO:0015279,Orphanet,True,mapped
MONDO:0014550,MONDO:0014550,MONDO,False,already_mondo
MONDO:0005351,MONDO:0005351,MONDO,False,already_mondo
EFO:0010681,,EFO,False,unmapped
MONDO:0002120,MONDO:0002120,MONDO,False,already_mondo
EFO:0007494,MONDO:0005968,EFO,True,mapped
MONDO:0001149,MONDO:0001149,MONDO,False,already_mondo
EFO:1000601,MONDO:0006474,EFO,True,mapped
Orphanet:85199,MONDO:0011287,Orphanet,True,mapped
MONDO:0021117,MONDO:0021117,MONDO,False,already_mondo
EFO:1001219,MONDO:0008599,EFO,True,mapped
EFO:0003770,MONDO:0005266,EFO,True,mapped
EFO:0004259,MONDO:0005380,EFO,True,mapped
MONDO:0009239,MONDO:0009239,MONDO,False,already_mondo
EFO:0003768,MONDO:0008575,EFO,True,mapped
EFO:0001066,MONDO:0005134,EFO,True,mapped
MONDO:0018531,MONDO:0018531,MONDO,False,already_mondo
EFO:0009606,MONDO:0003004,EFO,True,mapped
MONDO:0019145,MONDO:0019145,MONDO,False,already_mondo
MONDO:0008380,MONDO:0008380,MONDO,False,already_mondo
EFO:0801229,,EFO,False,unmapped
EFO:1000566,MONDO:0010108,EFO,True,mapped
EFO:0007132,MONDO:0011716,EFO,True,mapped
EFO:0006792,MONDO:0007488,EFO,True,mapped
MONDO:0007142,MONDO:0007142,MONDO,False,already_mondo
HP:0100543,,HP,False,skipped_prefix
MONDO:0021086,MONDO:0021086,MONDO,False,already_mondo
EFO:0003086,MONDO:0005240,EFO,True,mapped
MONDO:0014491,MONDO:0014491,MONDO,False,already_mondo
EFO:0022293,,EFO,False,unmapped
MONDO:0016168,MONDO:0016168,MONDO,False,already_mondo
MONDO:0013960,MONDO:0013960,MONDO,False,already_mondo
MONDO:0044925,MONDO:0044925,MONDO,False,already_mondo
MONDO:0002462,MONDO:0002462,MONDO,False,already_mondo
EFO:0022335,,EFO,False,unmapped
MONDO:0018079,MONDO:0018079,MONDO,False,already_mondo
HP:0000855,,HP,False,skipped_prefix
MONDO:0001657,MONDO:0001657,MONDO,False,already_mondo
EFO:1001496,MONDO:0004691,EFO,True,mapped
EFO:0005319,MONDO:0005480,EFO,True,mapped
EFO:0003047,MONDO:0005231,EFO,True,mapped
MONDO:0044635,MONDO:0044635,MONDO,False,already_mondo
EFO:0003948,MONDO:0007186,EFO,True,mapped
HP:0003419,,HP,False,skipped_prefix
EFO:0006527,,EFO,False,unmapped
MONDO:0100316,MONDO:0100316,MONDO,False,already_mondo
Orphanet:2484,MONDO:0010650,Orphanet,True,mapped
MONDO:0007915,MONDO:0007915,MONDO,False,already_mondo
MONDO:0100096,MONDO:0100096,MONDO,False,already_mondo
MONDO:0013561,MONDO:0013561,MONDO,False,already_mondo
EFO:0004138,,EFO,False,unmapped
EFO:0005545,MONDO:0005500,EFO,True,mapped
MONDO:0007817,MONDO:0007817,MONDO,False,already_mondo
MONDO:0014472,MONDO:0014472,MONDO,False,already_mondo
MONDO:0004979,MONDO:0004979,MONDO,False,already_mondo
MONDO:0011904,MONDO:0011904,MONDO,False,already_mondo
EFO:1001391,MONDO:0004508,EFO,True,mapped
EFO:0800672,,EFO,False,unmapped
EFO:0005612,MONDO:0005531,EFO,True,mapped
EFO:0000478,MONDO:0005028,EFO,True,mapped
MONDO:0002630,MONDO:0002630,MONDO,False,already_mondo
EFO:1001950,MONDO:0002032,EFO,True,mapped
EFO:0000495,MONDO:0005030,EFO,True,mapped
MONDO:0017904,MONDO:0017904,MONDO,False,already_mondo
EFO:0003877,MONDO:0005296,EFO,True,mapped
EFO:0000178,MONDO:0004950,EFO,True,mapped
MONDO:0005053,MONDO:0005053,MONDO,False,already_mondo
MONDO:0008021,MONDO:0008021,MONDO,False,already_mondo
EFO:0005297,MONDO:0012105,EFO,True,mapped
MONDO:0009588,MONDO:0009588,MONDO,False,already_mondo
Orphanet:79293,MONDO:0009515,Orphanet,True,mapped
MONDO:0007576,MONDO:0007576,MONDO,False,already_mondo
EFO:1001996,MONDO:0000984,EFO,True,mapped
MONDO:0002529,MONDO:0002529,MONDO,False,already_mondo
MONDO:0009597,MONDO:0009597,MONDO,False,already_mondo
MONDO:0018653,MONDO:0018653,MONDO,False,already_mondo
EFO:0022280,,EFO,False,unmapped
EFO:1000388,MONDO:0006311,EFO,True,mapped
EFO:1000783,MONDO:0006626,EFO,True,mapped
MONDO:0018479,MONDO:0018479,MONDO,False,already_mondo
MONDO:0016643,MONDO:0016643,MONDO,False,already_mondo
EFO:0003869,MONDO:0021100,EFO,True,mapped
MONDO:0010200,MONDO:0010200,MONDO,False,already_mondo
MONDO:0030602,MONDO:0030602,MONDO,False,already_mondo
MONDO:0018948,MONDO:0018948,MONDO,False,already_mondo
MONDO:0009903,MONDO:0009903,MONDO,False,already_mondo
EFO:0000701,MONDO:0005093,EFO,True,mapped
EFO:0009842,,EFO,False,unmapped
EFO:0009518,,EFO,False,unmapped
MONDO:0008173,MONDO:0008173,MONDO,False,already_mondo
MP:0001845,,MP,False,skipped_prefix
EFO:0004784,,EFO,False,unmapped
MONDO:0041052,MONDO:0041052,MONDO,False,already_mondo
MONDO:0010011,MONDO:0010011,MONDO,False,already_mondo
EFO:0008591,,EFO,False,unmapped
EFO:0001065,MONDO:0005133,EFO,True,mapped
EFO:0000540,MONDO:0005046,EFO,True,mapped
MONDO:0002367,MONDO:0002367,MONDO,False,already_mondo
EFO:0000691,MONDO:0005089,EFO,True,mapped
MONDO:0032805,MONDO:0032805,MONDO,False,already_mondo
Orphanet:1068,MONDO:0015199,Orphanet,True,mapped
EFO:0000209,MONDO:0004963,EFO,True,mapped
MONDO:0007079,MONDO:0007079,MONDO,False,already_mondo
MONDO:0013826,MONDO:0013826,MONDO,False,already_mondo
MONDO:0020593,MONDO:0020593,MONDO,False,already_mondo
EFO:0009448,MONDO:0002771,EFO,True,mapped
EFO:1001068,MONDO:0006874,EFO,True,mapped
EFO:0001061,MONDO:0005131,EFO,True,mapped
EFO:1000784,MONDO:0019124,EFO,True,mapped
EFO:0003865,MONDO:0021163,EFO,True,mapped
EFO:0006812,MONDO:0005623,EFO,True,mapped
EFO:0009756,,EFO,False,unmapped
MONDO:0001336,MONDO:0001336,MONDO,False,already_mondo
EFO:0003891,MONDO:0005304,EFO,True,mapped
EFO:0000616,MONDO:0005070,EFO,True,mapped
EFO:0004986,MONDO:0005440,EFO,True,mapped
EFO:0000641,MONDO:0005075,EFO,True,mapped
EFO:1001961,MONDO:0003210,EFO,True,mapped
MONDO:0001751,MONDO:0001751,MONDO,False,already_mondo
MONDO:0013518,MONDO:0013518,MONDO,False,already_mondo
MONDO:0030938,MONDO:0030938,MONDO,False,already_mondo
EFO:0005540,MONDO:0005496,EFO,True,mapped
MONDO:0009805,MONDO:0009805,MONDO,False,already_mondo
EFO:0000707,MONDO:0005096,EFO,True,mapped
EFO:0022173,,EFO,False,unmapped
EFO:1000368,MONDO:0006300,EFO,True,mapped
EFO:0003900,MONDO:0005308,EFO,True,mapped
Orphanet:228337,MONDO:0012414,Orphanet,True,mapped
EFO:1001031,MONDO:0006846,EFO,True,mapped
Orphanet:383,MONDO:0010576,Orphanet,True,mapped
EFO:1001514,,EFO,False,unmapped
MONDO:0019438,MONDO:0019438,MONDO,False,already_mondo
MONDO:0014981,MONDO:0014981,MONDO,False,already_mondo
EFO:0003777,MONDO:0005267,EFO,True,mapped
EFO:0004533,,EFO,False,unmapped
MONDO:0971173,MONDO:0971173,MONDO,False,already_mondo
MONDO:0032714,MONDO:0032714,MONDO,False,already_mondo
EFO:0004527,,EFO,False,unmapped
EFO:0009373,,EFO,False,unmapped
EFO:0004145,MONDO:0005336,EFO,True,mapped
MONDO:0003334,MONDO:0003334,MONDO,False,already_mondo
MONDO:0021259,MONDO:0021259,MONDO,False,already_mondo
MONDO:0005475,MONDO:0005475,MONDO,False,already_mondo
MONDO:0043579,MONDO:0043579,MONDO,False,already_mondo
MONDO:0957572,MONDO:0957572,MONDO,False,already_mondo
EFO:0004875,,EFO,False,unmapped
MONDO:0100234,MONDO:0100234,MONDO,False,already_mondo
EFO:0004208,MONDO:0008661,EFO,True,mapped
HP:0010783,,HP,False,skipped_prefix
MONDO:0013730,MONDO:0013730,MONDO,False,already_mondo
EFO:0003921,MONDO:0005312,EFO,True,mapped
OBA:2041267,,OBA,False,skipped_prefix
EFO:0009614,,EFO,False,unmapped
EFO:0700022,,EFO,False,unmapped
MONDO:0019192,MONDO:0019192,MONDO,False,already_mondo
EFO:1000453,MONDO:0000448,EFO,True,mapped
MONDO:0005784,MONDO:0005784,MONDO,False,already_mondo
HP:0001394,,HP,False,skipped_prefix
MONDO:0014054,MONDO:0014054,MONDO,False,already_mondo
MONDO:0008222,MONDO:0008222,MONDO,False,already_mondo
EFO:0009964,,EFO,False,unmapped
MONDO:0003079,MONDO:0003079,MONDO,False,already_mondo
EFO:1000307,MONDO:0006256,EFO,True,mapped
EFO:0000181,MONDO:0010150,EFO,True,mapped
MONDO:0019098,MONDO:0019098,MONDO,False,already_mondo
HP:0005359,,HP,False,skipped_prefix
EFO:0003060,MONDO:0005233,EFO,True,mapped
MONDO:0044212,MONDO:0044212,MONDO,False,already_mondo
EFO:0003099,MONDO:0018912,EFO,True,mapped
EFO:0022233,,EFO,False,unmapped
EFO:0008511,,EFO,False,unmapped
EFO:1000992,MONDO:0006810,EFO,True,mapped
MONDO:0016047,MONDO:0016047,MONDO,False,already_mondo
EFO:0000565,MONDO:0005059,EFO,True,mapped
MONDO:0000521,MONDO:0000521,MONDO,False,already_mondo
HP:0002119,,HP,False,skipped_prefix
EFO:1001129,,EFO,False,unmapped
MONDO:0100233,MONDO:0100233,MONDO,False,already_mondo
MONDO:0007834,MONDO:0007834,MONDO,False,already_mondo
MONDO:0008300,MONDO:0008300,MONDO,False,already_mondo
EFO:0000662,MONDO:0005079,EFO,True,mapped
EFO:0005687,MONDO:0005546,EFO,True,mapped
MONDO:0015168,MONDO:0015168,MONDO,False,already_mondo
EFO:0007444,MONDO:0005920,EFO,True,mapped
MONDO:0016394,MONDO:0016394,MONDO,False,already_mondo
MONDO:0026722,MONDO:0026722,MONDO,False,already_mondo
EFO:0004286,MONDO:0005399,EFO,True,mapped
EFO:0000500,MONDO:0005033,EFO,True,mapped
Orphanet:2435,MONDO:0016574,Orphanet,True,mapped
EFO:1001028,MONDO:0006843,EFO,True,mapped
EFO:0004335,,EFO,False,unmapped
MONDO:0024662,MONDO:0024662,MONDO,False,already_mondo
MONDO:0971001,MONDO:0971001,MONDO,False,already_mondo
MONDO:0017596,MONDO:0017596,MONDO,False,already_mondo
MONDO:0100330,MONDO:0100330,MONDO,False,already_mondo
MONDO:0004782,MONDO:0004782,MONDO,False,already_mondo
EFO:0004612,,EFO,False,unmapped
EFO:0007160,MONDO:0008558,EFO,True,mapped
MONDO:0019797,MONDO:0019797,MONDO,False,already_mondo
MONDO:0018896,MONDO:0018896,MONDO,False,already_mondo
MONDO:0004355,MONDO:0004355,MONDO,False,already_mondo
MONDO:0016471,MONDO:0016471,MONDO,False,already_mondo
EFO:1000581,MONDO:0006456,EFO,True,mapped
EFO:1000262,MONDO:0006215,EFO,True,mapped
HP:0040223,,HP,False,skipped_prefix
EFO:1001418,,EFO,False,unmapped
HP:0000975,,HP,False,skipped_prefix
EFO:0009429,,EFO,False,unmapped
MONDO:0010662,MONDO:0010662,MONDO,False,already_mondo
MONDO:0008493,MONDO:0008493,MONDO,False,already_mondo
EFO:1000045,MONDO:0019954,EFO,True,mapped
Orphanet:91088,,Orphanet,False,unmapped
EFO:0007944,,EFO,False,unmapped
MONDO:0007295,MONDO:0007295,MONDO,False,already_mondo
EFO:1000802,MONDO:0006644,EFO,True,mapped
EFO:0000278,MONDO:0004982,EFO,True,mapped
MONDO:0024647,MONDO:0024647,MONDO,False,already_mondo
EFO:0000569,MONDO:0005060,EFO,True,mapped
OBA:2044852,,OBA,False,skipped_prefix
MONDO:0054727,MONDO:0054727,MONDO,False,already_mondo
MONDO:0007113,MONDO:0007113,MONDO,False,already_mondo
EFO:0010925,,EFO,False,unmapped
EFO:0003096,MONDO:0008243,EFO,True,mapped
HP:0012207,,HP,False,skipped_prefix
MONDO:0014300,MONDO:0014300,MONDO,False,already_mondo
MONDO:0970993,MONDO:0970993,MONDO,False,already_mondo
MONDO:0021104,MONDO:0021104,MONDO,False,already_mondo
MONDO:0007473,MONDO:0007473,MONDO,False,already_mondo
EFO:0700134,,EFO,False,unmapped
Orphanet:1113,MONDO:0010882,Orphanet,True,mapped
EFO:1001309,MONDO:0017572,EFO,True,mapped
MONDO:0014118,MONDO:0014118,MONDO,False,already_mondo
EFO:0004833,,EFO,False,unmapped
EFO:0004197,MONDO:0005344,EFO,True,mapped
MONDO:0016305,MONDO:0016305,MONDO,False,already_mondo
EFO:1000223,MONDO:0006186,EFO,True,mapped
MONDO:0060507,MONDO:0060507,MONDO,False,already_mondo
OBA:2050068,,OBA,False,skipped_prefix
Orphanet:183539,,Orphanet,False,unmapped
MONDO:0007367,MONDO:0007367,MONDO,False,already_mondo
EFO:0000182,MONDO:0007256,EFO,True,mapped
EFO:0000684,MONDO:0005087,EFO,True,mapped
MONDO:0004784,MONDO:0004784,MONDO,False,already_mondo
MONDO:0008185,MONDO:0008185,MONDO,False,already_mondo
EFO:1000999,MONDO:0006816,EFO,True,mapped
EFO:0009455,MONDO:0001854,EFO,True,mapped
EFO:0002610,MONDO:0005186,EFO,True,mapped
EFO:1000653,,EFO,False,unmapped
EFO:0000574,MONDO:0005062,EFO,True,mapped
EFO:1000906,MONDO:0006733,EFO,True,mapped
MONDO:0016216,MONDO:0016216,MONDO,False,already_mondo
MONDO:0019068,MONDO:0019068,MONDO,False,already_mondo
EFO:0000588,MONDO:0005065,EFO,True,mapped
EFO:0010922,,EFO,False,unmapped
MONDO:0018975,MONDO:0018975,MONDO,False,already_mondo
OBA:0004561,,OBA,False,skipped_prefix
EFO:0004274,MONDO:0005393,EFO,True,mapped
EFO:0003859,MONDO:0021353,EFO,True,mapped
EFO:0003758,MONDO:0005260,EFO,True,mapped
MONDO:0003001,MONDO:0003001,MONDO,False,already_mondo
EFO:0000224,MONDO:0012883,EFO,True,mapped
EFO:0004587,,EFO,False,unmapped
EFO:0006922,,EFO,False,unmapped
EFO:1001463,MONDO:0002269,EFO,True,mapped
EFO:0005543,MONDO:0021042,EFO,True,mapped
EFO:0007536,MONDO:0006007,EFO,True,mapped
MONDO:0032696,MONDO:0032696,MONDO,False,already_mondo
MONDO:0013291,MONDO:0013291,MONDO,False,already_mondo
MONDO:0958006,MONDO:0958006,MONDO,False,already_mondo
EFO:0004980,,EFO,False,unmapped
EFO:0003834,MONDO:0005282,EFO,True,mapped
EFO:0000096,MONDO:0004949,EFO,True,mapped
MONDO:0007705,MONDO:0007705,MONDO,False,already_mondo
EFO:0001067,MONDO:0005135,EFO,True,mapped
EFO:0000275,MONDO:0004981,EFO,True,mapped
EFO:1000961,MONDO:0006781,EFO,True,mapped
MONDO:0002708,MONDO:0002708,MONDO,False,already_mondo
MONDO:0013410,MONDO:0013410,MONDO,False,already_mondo
EFO:1001938,MONDO:0015759,EFO,True,mapped
EFO:0004610,MONDO:0015796,EFO,True,mapped
MONDO:0032766,MONDO:0032766,MONDO,False,already_mondo
Orphanet:93357,MONDO:0010068,Orphanet,True,mapped
MONDO:0034054,MONDO:0034054,MONDO,False,already_mondo
EFO:0007216,MONDO:0005711,EFO,True,mapped
MONDO:0020640,MONDO:0020640,MONDO,False,already_mondo
Orphanet:3217,MONDO:0009086,Orphanet,True,mapped
MONDO:0054730,MONDO:0054730,MONDO,False,already_mondo
EFO:0004198,MONDO:0002531,EFO,True,mapped
EFO:1001516,,EFO,False,unmapped
EFO:0003780,MONDO:0007191,EFO,True,mapped
HP:0012393,,HP,False,skipped_prefix
EFO:0009706,,EFO,False,unmapped
MONDO:0001475,MONDO:0001475,MONDO,False,already_mondo
MONDO:0010066,MONDO:0010066,MONDO,False,already_mondo
EFO:0004348,,EFO,False,unmapped
Orphanet:263297,MONDO:0013291,Orphanet,True,mapped
MONDO:0009676,MONDO:0009676,MONDO,False,already_mondo
EFO:0007991,,EFO,False,unmapped
MONDO:0015229,MONDO:0015229,MONDO,False,already_mondo
MONDO:0007947,MONDO:0007947,MONDO,False,already_mondo
HP:0004418,,HP,False,skipped_prefix
MONDO:0004126,MONDO:0004126,MONDO,False,already_mondo
HP:0005180,,HP,False,skipped_prefix
MONDO:0015667,MONDO:0015667,MONDO,False,already_mondo
MONDO:0008810,MONDO:0008810,MONDO,False,already_mondo
MONDO:0007686,MONDO:0007686,MONDO,False,already_mondo
EFO:0003968,MONDO:0016982,EFO,True,mapped
MONDO:0014851,MONDO:0014851,MONDO,False,already_mondo
HP:0031678,,HP,False,skipped_prefix
HP:0001643,,HP,False,skipped_prefix
EFO:0009430,MONDO:0021667,EFO,True,mapped
EFO:0000228,MONDO:0004970,EFO,True,mapped
EFO:0003763,MONDO:0011057,EFO,True,mapped
EFO:0010369,,EFO,False,unmapped
EFO:0008501,,EFO,False,unmapped
MONDO:0009582,MONDO:0009582,MONDO,False,already_mondo
EFO:0001361,MONDO:0015924,EFO,True,mapped
EFO:0000775,MONDO:0005116,EFO,True,mapped
EFO:1000024,MONDO:0006031,EFO,True,mapped
MONDO:0013758,MONDO:0013758,MONDO,False,already_mondo
MONDO:0017778,MONDO:0017778,MONDO,False,already_mondo
MONDO:0010298,MONDO:0010298,MONDO,False,already_mondo
EFO:0007517,MONDO:0005989,EFO,True,mapped
HP:0002411,,HP,False,skipped_prefix
MONDO:0004928,MONDO:0004928,MONDO,False,already_mondo
MONDO:0003024,MONDO:0003024,MONDO,False,already_mondo
EFO:0000499,MONDO:0005032,EFO,True,mapped
EFO:0003959,,EFO,False,unmapped
MONDO:0007732,MONDO:0007732,MONDO,False,already_mondo
EFO:0000764,MONDO:0005109,EFO,True,mapped
HP:0011451,,HP,False,skipped_prefix
EFO:1000965,,EFO,False,unmapped
EFO:0000474,MONDO:0005027,EFO,True,mapped
MONDO:0011760,MONDO:0011760,MONDO,False,already_mondo
EFO:1001916,MONDO:0001098,EFO,True,mapped
HP:0012758,,HP,False,skipped_prefix
MONDO:0005178,MONDO:0005178,MONDO,False,already_mondo
Orphanet:404469,,Orphanet,False,unmapped
MONDO:0001823,MONDO:0001823,MONDO,False,already_mondo
MONDO:0024573,MONDO:0024573,MONDO,False,already_mondo
Orphanet:891,MONDO:0019516,Orphanet,True,mapped
MONDO:0020074,MONDO:0020074,MONDO,False,already_mondo
EFO:0022267,,EFO,False,unmapped
MONDO:0010264,MONDO:0010264,MONDO,False,already_mondo
EFO:0002913,MONDO:0000607,EFO,True,mapped
MONDO:0014621,MONDO:0014621,MONDO,False,already_mondo
EFO:0009458,,EFO,False,unmapped
EFO:0001645,MONDO:0005010,EFO,True,mapped
EFO:0000239,MONDO:0004974,EFO,True,mapped
EFO:0004616,MONDO:0005416,EFO,True,mapped
EFO:0010270,,EFO,False,unmapped
MONDO:0010679,MONDO:0010679,MONDO,False,already_mondo
DOID:7551,MONDO:0004277,DOID,True,mapped
HP:0005528,,HP,False,skipped_prefix
HP:0010976,,HP,False,skipped_prefix
EFO:0009551,MONDO:0002869,EFO,True,mapped
HP:0001520,,HP,False,skipped_prefix
EFO:0004255,MONDO:0005377,EFO,True,mapped
MONDO:0019154,MONDO:0019154,MONDO,False,already_mondo
EFO:0009676,MONDO:0002081,EFO,True,mapped
MONDO:0957981,MONDO:0957981,MONDO,False,already_mondo
EFO:1000317,MONDO:0006262,EFO,True,mapped
EFO:0000341,MONDO:0005002,EFO,True,mapped
EFO:1000491,MONDO:0018842,EFO,True,mapped
HP:0003489,,HP,False,skipped_prefix
OBA:2045206,,OBA,False,skipped_prefix
HP:0100806,,HP,False,skipped_prefix
MONDO:0054723,MONDO:0054723,MONDO,False,already_mondo
MONDO:0037821,MONDO:0037821,MONDO,False,already_mondo
EFO:0004696,,EFO,False,unmapped
EFO:0002496,MONDO:0005173,EFO,True,mapped
EFO:1000785,MONDO:0017844,EFO,True,mapped
EFO:0004235,MONDO:0008327,EFO,True,mapped
MONDO:0002492,MONDO:0002492,MONDO,False,already_mondo
EFO:0004842,,EFO,False,unmapped
MONDO:0003453,MONDO:0003453,MONDO,False,already_mondo
MONDO:0001627,MONDO:0001627,MONDO,False,already_mondo
EFO:1001494,,EFO,False,unmapped
MONDO:0002358,MONDO:0002358,MONDO,False,already_mondo
MONDO:0000432,MONDO:0000432,MONDO,False,already_mondo
HP:0001268,,HP,False,skipped_prefix
EFO:0004193,MONDO:0020804,EFO,True,mapped
MONDO:0019917,MONDO:0019917,MONDO,False,already_mondo
EFO:0020685,,EFO,False,unmapped
MONDO:0009685,MONDO:0009685,MONDO,False,already_mondo
EFO:0009452,MONDO:0003009,EFO,True,mapped
MONDO:0002616,MONDO:0002616,MONDO,False,already_mondo
MONDO:0021192,MONDO:0021192,MONDO,False,already_mondo
EFO:0004220,MONDO:0005354,EFO,True,mapped
MONDO:0008038,MONDO:0008038,MONDO,False,already_mondo
MONDO:0000490,MONDO:0000490,MONDO,False,already_mondo
OBA:VT0005265,,OBA,False,skipped_prefix
MONDO:0002480,MONDO:0002480,MONDO,False,already_mondo
HP:0004398,,HP,False,skipped_prefix
MONDO:0000771,MONDO:0000771,MONDO,False,already_mondo
MONDO:0007481,MONDO:0007481,MONDO,False,already_mondo
EFO:1001485,MONDO:0019933,EFO,True,mapped
EFO:0022159,,EFO,False,unmapped
EFO:0011057,,EFO,False,unmapped
MONDO:0016006,MONDO:0016006,MONDO,False,already_mondo
MONDO:0015760,MONDO:0015760,MONDO,False,already_mondo
EFO:1001351,MONDO:0004471,EFO,True,mapped
MONDO:0002525,MONDO:0002525,MONDO,False,already_mondo
HP:0002075,,HP,False,skipped_prefix
