id,prefix,previous_name,label,label_source,label_ontology,obsolete_term,matched,current_category,suggested_category
MONDO:0006858,MONDO,EFO:1001047,mouth disorder,mondo_release,mondo,,True,biolink:Disease,
MONDO:0006649,MONDO,EFO:1000809,anterior ischemic optic neuropathy,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005570,MONDO,EFO:0005803,hematologic disorder,mondo_release,mondo,,True,biolink:Disease,
MONDO:0008231,MONDO,MONDO:0008231,Peyronie disease,mondo_release,mondo,,True,biolink:Disease,
MONDO:0018161,MONDO,EFO:0005717,non-hereditary retinoblastoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0100114,MONDO,MONDO:0100114,dry age related macular degeneration,mondo_release,mondo,,True,biolink:Disease,
MONDO:0016060,MONDO,MONDO:0016060,laryngotracheoesophageal cleft,mondo_release,mondo,,True,biolink:Disease,
MONDO:0100135,MONDO,MONDO:0100135,Dravet syndrome,mondo_release,mondo,,True,biolink:Disease,
MONDO:0004648,MONDO,EFO:0004718,vascular dementia,mondo_release,mondo,,True,biolink:Disease,
MONDO:0011804,MONDO,MONDO:0011804,autoimmune lymphoproliferative syndrome type 2B,mondo_release,mondo,,True,biolink:Disease,
MONDO:0013615,MONDO,MONDO:0013615,craniosynostosis and dental anomalies,mondo_release,mondo,,True,biolink:Disease,
MONDO:0017317,MONDO,MONDO:0017317,phakomatosis pigmentokeratotica,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005402,MONDO,EFO:0004289,lymphoid leukemia,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005461,MONDO,EFO:0005232,endometrium adenocarcinoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0004985,MONDO,MONDO:0004985,bipolar disorder,mondo_release,mondo,,True,biolink:Disease,
MONDO:0009486,MONDO,MONDO:0009486,autosomal recessive Kenny-Caffey syndrome,mondo_release,mondo,,True,biolink:Disease,
MONDO:0002026,MONDO,MONDO:0002026,candidiasis,mondo_release,mondo,,True,biolink:Disease,
MONDO:0014334,MONDO,MONDO:0014334,severe combined immunodeficiency due to LCK deficiency,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005191,MONDO,EFO:0002617,metastatic melanoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0008538,MONDO,EFO:1001209,temporal arteritis,mondo_release,mondo,,True,biolink:Disease,
MONDO:0044348,MONDO,MONDO:0044348,hemoglobinopathy,mondo_release,mondo,,True,biolink:Disease,
MONDO:0007064,MONDO,Orphanet:277,"severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency",mondo_release,mondo,,True,biolink:Disease,
MONDO:0007389,MONDO,MONDO:0007389,spondylocostal dysostosis 5,mondo_release,mondo,,True,biolink:Disease,
MONDO:0008375,MONDO,EFO:0005773,retinal detachment,mondo_release,mondo,,True,biolink:Disease,
MONDO:0003758,MONDO,MONDO:0003758,childhood testicular germ cell tumor,mondo_release,mondo,,True,biolink:Disease,
MONDO:0014789,MONDO,MONDO:0014789,CCDC115-CDG,mondo_release,mondo,,True,biolink:Disease,
MONDO:0016381,MONDO,MONDO:0016381,hypertrichosis lanuginosa congenita,mondo_release,mondo,,True,biolink:Disease,
MONDO:0016294,MONDO,MONDO:0016294,Hirschsprung disease-type D brachydactyly syndrome,mondo_release,mondo,,True,biolink:Disease,
MONDO:0002714,MONDO,EFO:0000326,central nervous system cancer,mondo_release,mondo,,True,biolink:Disease,
MONDO:0100281,MONDO,MONDO:0100281,"macroglobulinemia, Waldenstrom, 1",mondo_release,mondo,,True,biolink:Disease,
MONDO:0005300,MONDO,EFO:0003884,chronic kidney disease,mondo_release,mondo,,True,biolink:Disease,
MONDO:0007376,MONDO,MONDO:0007376,fleck corneal dystrophy,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005627,MONDO,EFO:0006859,head and neck cancer,mondo_release,mondo,,True,biolink:Disease,
MONDO:0008618,MONDO,MONDO:0008618,"mesomelic dwarfism, Reinhardt-Pfeiffer type",mondo_release,mondo,,True,biolink:Disease,
MONDO:0024540,MONDO,MONDO:0024540,Jervell and Lange-Nielsen syndrome 1,mondo_release,mondo,,True,biolink:Disease,
MONDO:0003085,MONDO,EFO:0009449,keratitis,mondo_release,mondo,,True,biolink:Disease,
MONDO:0018945,MONDO,MONDO:0018945,XK-related neurodegenerative disease,mondo_release,mondo,,True,biolink:Disease,
MONDO:0011569,MONDO,MONDO:0011569,Charcot-Marie-Tooth disease type 2B1,mondo_release,mondo,,True,biolink:Disease,
MONDO:0017349,MONDO,MONDO:0017349,myopericytoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0010088,MONDO,Orphanet:585,mucosulfatidosis,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005453,MONDO,EFO:0005207,congenital heart disease,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005371,MONDO,EFO:0004247,mood disorder,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005101,MONDO,EFO:0000729,ulcerative colitis,mondo_release,mondo,,True,biolink:Disease,
MONDO:0016558,MONDO,MONDO:0016558,familial congenital mirror movements,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005885,MONDO,EFO:0007405,optic neuritis,mondo_release,mondo,,True,biolink:Disease,
MONDO:0020678,MONDO,EFO:1001176,sensorineural hearing loss disorder,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005068,MONDO,EFO:0000612,myocardial infarction,mondo_release,mondo,,True,biolink:Disease,
MONDO:0004948,MONDO,EFO:0000095,B-cell chronic lymphocytic leukemia,mondo_release,mondo,,True,biolink:Disease,
MONDO:0100319,MONDO,MONDO:0100319,COVID-19–associated multisystem inflammatory syndrome in adults,mondo_release,mondo,,True,biolink:Disease,
MONDO:0007743,MONDO,EFO:0003888,attention deficit-hyperactivity disorder,mondo_release,mondo,,True,biolink:Disease,
MONDO:0000918,MONDO,EFO:1001312,endometritis,mondo_release,mondo,,True,biolink:Disease,
MONDO:0009872,MONDO,MONDO:0009872,Bjornstad syndrome,mondo_release,mondo,,True,biolink:Disease,
MONDO:0006373,MONDO,EFO:1000478,pituitary gland adenoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0001134,MONDO,MONDO:0001134,essential hypertension,mondo_release,mondo,,True,biolink:Disease,
MONDO:0014172,MONDO,MONDO:0014172,spermatogenic failure 12,mondo_release,mondo,,True,biolink:Disease,
MONDO:0008982,MONDO,MONDO:0008982,central areolar choroidal dystrophy,mondo_release,mondo,,True,biolink:Disease,
MONDO:0009693,MONDO,EFO:0001378,plasma cell myeloma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0033554,MONDO,MONDO:0033554,immunodeficiency 73b with defective neutrophil chemotaxis and lymphopenia,mondo_release,mondo,,True,biolink:Disease,
MONDO:0019458,MONDO,EFO:0003029,acute basophilic leukemia,mondo_release,mondo,,True,biolink:Disease,
MONDO:0014137,MONDO,MONDO:0014137,"precocious puberty, central, 2",mondo_release,mondo,,True,biolink:Disease,
MONDO:0009655,MONDO,MONDO:0009655,mucopolysaccharidosis type 3A,mondo_release,mondo,,True,biolink:Disease,
MONDO:0008903,MONDO,MONDO:0008903,lung cancer,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005159,MONDO,EFO:0001663,prostate carcinoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005401,MONDO,EFO:0004288,colonic neoplasm,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005812,MONDO,EFO:0007328,influenza,mondo_release,mondo,,True,biolink:Disease,
MONDO:0008521,MONDO,MONDO:0008521,tarsal-carpal coalition syndrome,mondo_release,mondo,,True,biolink:Disease,
MONDO:0019736,MONDO,MONDO:0019736,dense deposit disease,mondo_release,mondo,,True,biolink:Disease,
MONDO:0002082,MONDO,EFO:0003769,endocrine gland neoplasm,mondo_release,mondo,,True,biolink:Disease,
MONDO:0700092,MONDO,EFO:0010642,neurodevelopmental disorder,mondo_release,mondo,,True,biolink:Disease,
MONDO:0007340,MONDO,MONDO:0007340,cleidocranial dysplasia 1,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005386,MONDO,EFO:0004265,peripheral arterial disease,mondo_release,mondo,,True,biolink:Disease,
MONDO:0021355,MONDO,MONDO:0021355,neoplasm of esophagus,mondo_release,mondo,,True,biolink:Disease,
MONDO:0000646,MONDO,EFO:1000116,ovarian benign neoplasm,mondo_release,mondo,,True,biolink:Disease,
MONDO:0009901,MONDO,MONDO:0009901,Bartsocas-Papas syndrome 1,mondo_release,mondo,,True,biolink:Disease,
MONDO:0007888,MONDO,MONDO:0007888,hereditary leiomyomatosis and renal cell cancer,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005097,MONDO,EFO:0000708,squamous cell lung carcinoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0015300,MONDO,MONDO:0015300,cataract - microcornea syndrome,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005086,MONDO,EFO:0000681,renal cell carcinoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005244,MONDO,EFO:0003100,peripheral neuropathy,mondo_release,mondo,,True,biolink:Disease,
MONDO:0800195,MONDO,MONDO:0800195,achalasia-alacrima syndrome,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005574,MONDO,EFO:0005815,tauopathy,mondo_release,mondo,,True,biolink:Disease,
MONDO:0016683,MONDO,MONDO:0016683,gliomatosis cerebri,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005219,MONDO,EFO:0003014,breast fibrocystic disease,mondo_release,mondo,,True,biolink:Disease,
MONDO:0020121,MONDO,MONDO:0020121,muscular dystrophy,mondo_release,mondo,,True,biolink:Disease,
MONDO:0016525,MONDO,MONDO:0016525,familial hyperaldosteronism,mondo_release,mondo,,True,biolink:Disease,
MONDO:0006489,MONDO,EFO:1000619,vaginal melanoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0001595,MONDO,EFO:0004152,choreatic disease,mondo_release,mondo,,True,biolink:Disease,
MONDO:0007987,MONDO,MONDO:0007987,Kniest dysplasia,mondo_release,mondo,,True,biolink:Disease,
MONDO:0019202,MONDO,MONDO:0019202,myxofibrosarcoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0010030,MONDO,EFO:0000699,Sjogren syndrome,mondo_release,mondo,,True,biolink:Disease,
MONDO:0002907,MONDO,MONDO:0002907,intracranial thrombosis,mondo_release,mondo,,True,biolink:Disease,
MONDO:0017400,MONDO,MONDO:0017400,hypoplastic pancreas-intestinal atresia-hypoplastic gallbalder syndrome,mondo_release,mondo,,True,biolink:Disease,
MONDO:0014403,MONDO,MONDO:0014403,short stature due to GHSR deficiency,mondo_release,mondo,,True,biolink:Disease,
MONDO:0007573,MONDO,MONDO:0007573,"erythroleukemia, familial, susceptibility to",mondo_release,mondo,,True,biolink:Disease,
MONDO:0017979,MONDO,MONDO:0017979,autoimmune lymphoproliferative syndrome,mondo_release,mondo,,True,biolink:Disease,
MONDO:0001106,MONDO,EFO:1002048,kidney failure,mondo_release,mondo,,True,biolink:Disease,
MONDO:0007635,MONDO,MONDO:0007635,Frasier syndrome,mondo_release,mondo,,True,biolink:Disease,
MONDO:0017827,MONDO,EFO:0000760,malignant peripheral nerve sheath tumor,mondo_release,mondo,,True,biolink:Disease,
MONDO:0004953,MONDO,EFO:0000186,invasive ductal breast carcinoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005195,MONDO,EFO:0002623,septic peritonitis,mondo_release,mondo,,True,biolink:Disease,
MONDO:0006143,MONDO,EFO:1000172,cervical squamous cell carcinoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0015691,MONDO,EFO:1001467,hypereosinophilic syndrome,mondo_release,mondo,,True,biolink:Disease,
MONDO:0018075,MONDO,MONDO:0018075,neural tube defect,mondo_release,mondo,,True,biolink:Disease,
MONDO:0004557,MONDO,MONDO:0004557,congenital fibrosarcoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0003308,MONDO,EFO:1000485,pleural mesothelioma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0019065,MONDO,EFO:1001875,amyloidosis,mondo_release,mondo,,True,biolink:Disease,
MONDO:0003240,MONDO,EFO:1000627,thyroid gland disorder,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005439,MONDO,EFO:0004911,familial hypercholesterolemia,mondo_release,mondo,,True,biolink:Disease,
MONDO:0002025,MONDO,MONDO:0002025,psychiatric disorder,mondo_release,mondo,,True,biolink:Disease,
MONDO:0970943,MONDO,MONDO:0970943,"spermatogenic failure, X-linked, 8",mondo_release,mondo,,True,biolink:Disease,
MONDO:0006128,MONDO,EFO:1000156,central nervous system anaplastic large cell lymphoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0008840,MONDO,Orphanet:100,ataxia telangiectasia,mondo_release,mondo,,True,biolink:Disease,
MONDO:0008073,MONDO,MONDO:0008073,familial juvenile hyperuricemic nephropathy type 1,mondo_release,mondo,,True,biolink:Disease,
MONDO:0007243,MONDO,EFO:0000309,Burkitt lymphoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005039,MONDO,EFO:0000512,reproductive system disorder,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005277,MONDO,MONDO:0005277,migraine disorder,mondo_release,mondo,,True,biolink:Disease,
MONDO:0006882,MONDO,EFO:1001078,orchitis,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005494,MONDO,EFO:0005537,triple-negative breast carcinoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0009297,MONDO,Orphanet:69076,familial renal glucosuria,mondo_release,mondo,,True,biolink:Disease,
MONDO:0006336,MONDO,EFO:1000417,ovarian endometrioid adenocarcinoma with squamous differentiation,mondo_release,mondo,,True,biolink:Disease,
MONDO:0006573,MONDO,EFO:1000727,lipodystrophy,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005825,MONDO,EFO:0007344,leptospirosis,mondo_release,mondo,,True,biolink:Disease,
MONDO:0015279,MONDO,Orphanet:1334,chronic mucocutaneous candidiasis,mondo_release,mondo,,True,biolink:Disease,
MONDO:0014550,MONDO,MONDO:0014550,long QT syndrome 15,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005351,MONDO,MONDO:0005351,anorexia nervosa,mondo_release,mondo,,True,biolink:Disease,
MONDO:0002120,MONDO,MONDO:0002120,neuroendocrine carcinoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005968,MONDO,EFO:0007494,sporotrichosis,mondo_release,mondo,,True,biolink:Disease,
MONDO:0001149,MONDO,MONDO:0001149,microcephaly,mondo_release,mondo,,True,biolink:Disease,
MONDO:0006474,MONDO,EFO:1000601,transitional cell carcinoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0011287,MONDO,Orphanet:85199,craniosynostosis-anal anomalies-porokeratosis syndrome,mondo_release,mondo,,True,biolink:Disease,
MONDO:0021117,MONDO,MONDO:0021117,lung neoplasm,mondo_release,mondo,,True,biolink:Disease,
MONDO:0008599,MONDO,EFO:1001219,trigeminal neuralgia,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005266,MONDO,EFO:0003770,diabetic retinopathy,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005380,MONDO,EFO:0004259,osteonecrosis,mondo_release,mondo,,True,biolink:Disease,
MONDO:0008575,MONDO,EFO:0003768,nicotine dependence,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005134,MONDO,EFO:0001066,experimental autoimmune encephalomyelitis,mondo_release,mondo,,True,biolink:Disease,
MONDO:0018531,MONDO,MONDO:0018531,carcinoma of liver and intrahepatic biliary tract,mondo_release,mondo,,True,biolink:Disease,
MONDO:0003004,MONDO,EFO:0009606,macular degeneration,mondo_release,mondo,,True,biolink:Disease,
MONDO:0019145,MONDO,MONDO:0019145,hereditary thrombophilia due to congenital protein C deficiency,mondo_release,mondo,,True,biolink:Disease,
MONDO:0008380,MONDO,MONDO:0008380,retinoblastoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0010108,MONDO,EFO:1000566,testicular germ cell tumor,mondo_release,mondo,,True,biolink:Disease,
MONDO:0011716,MONDO,EFO:0007132,acute hemorrhagic leukoencephalitis,mondo_release,mondo,,True,biolink:Disease,
MONDO:0007488,MONDO,EFO:0006792,Lewy body dementia,mondo_release,mondo,,True,biolink:Disease,
MONDO:0007142,MONDO,MONDO:0007142,Townes-Brocks syndrome,mondo_release,mondo,,True,biolink:Disease,
MONDO:0021086,MONDO,MONDO:0021086,gingival neoplasm,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005240,MONDO,EFO:0003086,kidney disorder,mondo_release,mondo,,True,biolink:Disease,
MONDO:0014491,MONDO,MONDO:0014491,immunodeficiency 37,mondo_release,mondo,,True,biolink:Disease,
MONDO:0016168,MONDO,MONDO:0016168,cryopyrin-associated periodic syndrome,mondo_release,mondo,,True,biolink:Disease,
MONDO:0013960,MONDO,MONDO:0013960,sinoatrial node dysfunction and deafness,mondo_release,mondo,,True,biolink:Disease,
MONDO:0044925,MONDO,MONDO:0044925,oral cavity carcinoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0002462,MONDO,MONDO:0002462,glomerulonephritis,mondo_release,mondo,,True,biolink:Disease,
MONDO:0018079,MONDO,MONDO:0018079,thymic epithelial neoplasm,mondo_release,mondo,,True,biolink:Disease,
MONDO:0001657,MONDO,MONDO:0001657,brain cancer,mondo_release,mondo,,True,biolink:Disease,
MONDO:0004691,MONDO,EFO:1001496,autosomal dominant polycystic kidney disease,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005480,MONDO,EFO:0005319,contact dermatitis,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005231,MONDO,EFO:0003047,hepatitis C virus infection,mondo_release,mondo,,True,biolink:Disease,
MONDO:0044635,MONDO,MONDO:0044635,DIAPH1-related sensorineural hearing loss-thrombocytopenia syndrome,mondo_release,mondo,,True,biolink:Disease,
MONDO:0007186,MONDO,EFO:0003948,gastroesophageal reflux disease,mondo_release,mondo,,True,biolink:Disease,
MONDO:0100316,MONDO,MONDO:0100316,long QT syndrome 1,mondo_release,mondo,,True,biolink:Disease,
MONDO:0010650,MONDO,Orphanet:2484,Melnick-Needles syndrome,mondo_release,mondo,,True,biolink:Disease,
MONDO:0007915,MONDO,MONDO:0007915,systemic lupus erythematosus,mondo_release,mondo,,True,biolink:Disease,
MONDO:0100096,MONDO,MONDO:0100096,COVID-19,mondo_release,mondo,,True,biolink:Disease,
MONDO:0013561,MONDO,MONDO:0013561,"chondrodysplasia with joint dislocations, gPAPP type",mondo_release,mondo,,True,biolink:Disease,
MONDO:0005500,MONDO,EFO:0005545,congenital disorder of glycosylation type I,mondo_release,mondo,,True,biolink:Disease,
MONDO:0007817,MONDO,MONDO:0007817,"IgE responsiveness, atopic",mondo_release,mondo,,True,biolink:Disease,
MONDO:0014472,MONDO,MONDO:0014472,periodic fever-infantile enterocolitis-autoinflammatory syndrome,mondo_release,mondo,,True,biolink:Disease,
MONDO:0004979,MONDO,MONDO:0004979,asthma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0011904,MONDO,MONDO:0011904,"seizures, benign familial infantile, 3",mondo_release,mondo,,True,biolink:Disease,
MONDO:0004508,MONDO,EFO:1001391,periapical periodontitis,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005531,MONDO,EFO:0005612,morphine dependence,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005028,MONDO,EFO:0000478,esophageal adenocarcinoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0002630,MONDO,MONDO:0002630,small cell osteogenic sarcoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0002032,MONDO,EFO:1001950,colon carcinoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005030,MONDO,EFO:0000495,fetal growth restriction,mondo_release,mondo,,True,biolink:Disease,
MONDO:0017904,MONDO,MONDO:0017904,steroid dehydrogenase deficiency-dental anomalies syndrome,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005296,MONDO,EFO:0003877,sleep apnea syndrome,mondo_release,mondo,,True,biolink:Disease,
MONDO:0004950,MONDO,EFO:0000178,gastric carcinoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005053,MONDO,MONDO:0005053,ischemic disease,mondo_release,mondo,,True,biolink:Disease,
MONDO:0008021,MONDO,MONDO:0008021,Cowden syndrome 1,mondo_release,mondo,,True,biolink:Disease,
MONDO:0012105,MONDO,EFO:0005297,granulomatosis with polyangiitis,mondo_release,mondo,,True,biolink:Disease,
MONDO:0009588,MONDO,MONDO:0009588,Langer mesomelic dysplasia,mondo_release,mondo,,True,biolink:Disease,
MONDO:0009515,MONDO,Orphanet:79293,Norum disease,mondo_release,mondo,,True,biolink:Disease,
MONDO:0007576,MONDO,MONDO:0007576,esophageal cancer,mondo_release,mondo,,True,biolink:Disease,
MONDO:0000984,MONDO,EFO:1001996,thalassemia,mondo_release,mondo,,True,biolink:Disease,
MONDO:0002529,MONDO,MONDO:0002529,skin squamous cell carcinoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0009597,MONDO,MONDO:0009597,"metaphyseal chondrodysplasia, Spahr type",mondo_release,mondo,,True,biolink:Disease,
MONDO:0018653,MONDO,MONDO:0018653,Polymerase proofreading-related adenomatous polyposis,mondo_release,mondo,,True,biolink:Disease,
MONDO:0006311,MONDO,EFO:1000388,myelodysplastic/myeloproliferative neoplasm,mondo_release,mondo,,True,biolink:Disease,
MONDO:0006626,MONDO,EFO:1000783,diabetic neuropathy,mondo_release,mondo,,True,biolink:Disease,
MONDO:0018479,MONDO,MONDO:0018479,congenital adrenal hyperplasia,mondo_release,mondo,,True,biolink:Disease,
MONDO:0016643,MONDO,MONDO:0016643,frontonasal dysplasia,mondo_release,mondo,,True,biolink:Disease,
MONDO:0021100,MONDO,EFO:0003869,breast neoplasm,mondo_release,mondo,,True,biolink:Disease,
MONDO:0010200,MONDO,MONDO:0010200,Wilson disease,mondo_release,mondo,,True,biolink:Disease,
MONDO:0030602,MONDO,MONDO:0030602,Klebsiella pneumonia,mondo_release,mondo,,True,biolink:Disease,
MONDO:0018948,MONDO,MONDO:0018948,multiminicore myopathy,mondo_release,mondo,,True,biolink:Disease,
MONDO:0009903,MONDO,MONDO:0009903,postaxial acrofacial dysostosis,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005093,MONDO,EFO:0000701,skin disorder,mondo_release,mondo,,True,biolink:Disease,
MONDO:0008173,MONDO,MONDO:0008173,pachyonychia congenita 1,mondo_release,mondo,,True,biolink:Disease,
MONDO:0041052,MONDO,MONDO:0041052,postherpetic neuralgia,mondo_release,mondo,,True,biolink:Disease,
MONDO:0010011,MONDO,MONDO:0010011,schizencephaly,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005133,MONDO,EFO:0001065,endometriosis,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005046,MONDO,EFO:0000540,immune system disorder,mondo_release,mondo,,True,biolink:Disease,
MONDO:0002367,MONDO,MONDO:0002367,kidney cancer,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005089,MONDO,EFO:0000691,sarcoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0032805,MONDO,MONDO:0032805,"hypopigmentation, organomegaly, and delayed myelination and development",mondo_release,mondo,,True,biolink:Disease,
MONDO:0015199,MONDO,Orphanet:1068,aniridia - intellectual disability syndrome,mondo_release,mondo,,True,biolink:Disease,
MONDO:0004963,MONDO,EFO:0000209,T-cell acute lymphoblastic leukemia,mondo_release,mondo,,True,biolink:Disease,
MONDO:0007079,MONDO,MONDO:0007079,alcohol dependence,mondo_release,mondo,,True,biolink:Disease,
MONDO:0013826,MONDO,MONDO:0013826,autosomal recessive nonsyndromic hearing loss 86,mondo_release,mondo,,True,biolink:Disease,
MONDO:0020593,MONDO,MONDO:0020593,trichoblastoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0002771,MONDO,EFO:0009448,pulmonary fibrosis,mondo_release,mondo,,True,biolink:Disease,
MONDO:0006874,MONDO,EFO:1001068,obstructive jaundice,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005131,MONDO,EFO:0001061,cervical carcinoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0019124,MONDO,EFO:1000784,microscopic polyangiitis,mondo_release,mondo,,True,biolink:Disease,
MONDO:0021163,MONDO,EFO:0003865,kidney neoplasm,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005623,MONDO,EFO:0006812,autoimmune thyroid disease,mondo_release,mondo,,True,biolink:Disease,
MONDO:0001336,MONDO,MONDO:0001336,familial hyperlipidemia,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005304,MONDO,EFO:0003891,biliary tract neoplasm,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005070,MONDO,EFO:0000616,neoplasm,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005440,MONDO,EFO:0004986,embryonal carcinoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005075,MONDO,EFO:0000641,thyroid gland papillary carcinoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0003210,MONDO,EFO:1001961,intrahepatic cholangiocarcinoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0001751,MONDO,MONDO:0001751,cholestasis,mondo_release,mondo,,True,biolink:Disease,
MONDO:0013518,MONDO,MONDO:0013518,"pituitary hormone deficiency, combined, 6",mondo_release,mondo,,True,biolink:Disease,
MONDO:0030938,MONDO,MONDO:0030938,spermatogenic failure 52,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005496,MONDO,EFO:0005540,bile duct carcinoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0009805,MONDO,MONDO:0009805,osteogenesis imperfecta type 9,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005096,MONDO,EFO:0000707,squamous cell carcinoma,mondo_release,mondo,,True,biolink:Disease,
MONDO:0006300,MONDO,EFO:1000368,medullomyoblastoma with myogenic differentiation,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005308,MONDO,EFO:0003900,ciliopathy,mondo_release,mondo,,True,biolink:Disease,
MONDO:0012414,MONDO,Orphanet:228337,neuronal ceroid lipofuscinosis 10,mondo_release,mondo,,True,biolink:Disease,
MONDO:0006846,MONDO,EFO:1001031,malignant hypertension,mondo_release,mondo,,True,biolink:Disease,
MONDO:0010576,MONDO,Orphanet:383,X-linked mixed hearing loss with perilymphatic gusher,mondo_release,mondo,,True,biolink:Disease,
MONDO:0019438,MONDO,MONDO:0019438,AL amyloidosis,mondo_release,mondo,,True,biolink:Disease,
MONDO:0014981,MONDO,MONDO:0014981,immunodeficiency 49,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005267,MONDO,EFO:0003777,heart disorder,mondo_release,mondo,,True,biolink:Disease,
MONDO:0971173,MONDO,MONDO:0971173,autoinflammation with arthritis and vasculitis,mondo_release,mondo,,True,biolink:Disease,
MONDO:0032714,MONDO,MONDO:0032714,"facial dysmorphism, hypertrichosis, epilepsy, intellectual/developmental delay, and gingival overgrowth syndrome",mondo_release,mondo,,True,biolink:Disease,
MONDO:0005336,MONDO,EFO:0004145,myopathy,mondo_release,mondo,,True,biolink:Disease,
MONDO:0003334,MONDO,MONDO:0003334,demyelinating polyneuropathy,mondo_release,mondo,,True,biolink:Disease,
MONDO:0021259,MONDO,MONDO:0021259,prostate neoplasm,mondo_release,mondo,,True,biolink:Disease,
MONDO:0005475,MONDO,MONDO:0005475,migraine with aura,mondo_release,mondo,,True,biolink:Disease,
MONDO:0043579,MONDO,MONDO:0043579,enteritis,mondo_release,mondo,,True,biolink:Disease,
MONDO:0957572,MONDO,MONDO:0957572,thrombocytopenia 9,mondo_release,mondo,,True,biolink:Disease,
